ANHO,MES_NRO,FECHA,MES,A granel - 1kg,A granel - 1kg,A granel - 1kg,A granel - 1kg,A granel - 1kg,A granel - 1kg,A granel - 1kg,Aceite de girasol - 900cc,Aceite de maíz - 1lt,Aceite de soja - 900cc,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne bovina - 1kg,Carne de ave / Ala - 1kg,Carne de ave / Corazoncito - 1kg,Carne de ave / Hígado - 1kg,Carne de ave / pata entera - 1kg,Carne de ave / pechuga - 1kg,Carne de ave / pollo entero - 1kg,Carne de ave / Puchero - 1kg,Carne de ave / Tacaraa - 1kg,Carne porcina - 1kg,Carne porcina - 1kg,Carne porcina - 1kg,Carne porcina - 1kg,Carne porcina - 1kg,Carne porcina - 1kg,Carne porcina - 1kg,Crema dental - 90gr,Detergente líquido - 1/2 lt,Embutido / chorizo Viena - 1kg,Embutido / fiambre Paris - 1kg,"Fruta, hortaliza - 1kg","Fruta, hortaliza - 1kg","Fruta, hortaliza - 1kg","Fruta, hortaliza - 1kg","Fruta, hortaliza - 1kg","Fruta, hortaliza - 1kg","Fruta, hortaliza - 1kg","Fruta, hortaliza - 1kg","Fruta, hortaliza - 1kg",Huevos de gallina - 1/2 doc.,Jabón de baño - 90gr,Jabón en polvo p/ lavar - 400gr,Lavandina - 1lt,Leche sachet - 1/2 lt,Leche sachet - 1lt,Leche UHT - 1/2 lt,Leche UHT - 1lt,Panificado,Panificado,Panificado,Papel higiénico - 4 unid.,Queso - 1kg,Queso sándwich - 1kg,Sal fina - 500gr,Yogurt - 350 gr
ANHO,MES_NRO,FECHA,MES,Arroz,Azúcar,Fideo,Harina,Maíz,Poroto,Yerba,Marca mas económica,Marca mas económica,Marca mas económica,Bola de Lomo,Carnaza de blanca,Carnaza de negra,Carnaza de Primera,Carnaza de Segunda,Carne molida de primera,Carne molida de segunda,Cebo,Corazón,Costeleta,Costilla,Costilla de segunda,Espinazo Negro,Falda,Hígado,Hueso Blanco,Lomito,Lomo,Matambre,Mondongo,Muchachito,Osobuco,Paleta,Palomita,Peceto,Puchero de primera,Puchero de Segunda,Rabadilla,Sambari,Tapa Cuadril,Tapa de Asado,Vacío,Marca mas económica,Marca mas económica,Marca mas económica,Marca mas económica,Marca mas económica,Marca mas económica,Marca mas económica,Marca mas económica,Costeleta,Costilla de cerdo,Lomo de cerdo,Paleta de cerdo,Pierna,Puchero,Riñón,Marca mas económica,Marca mas económica,Marca mas económica,Marca mas económica,Banana carape,Cebolla de cabeza,Lechuga - 1 maso,Locote,Mandioca,Naranja,Papa negra,Tomate Sta. Cruz,Zanahoria,Marca mas económica,Marca mas económica,Marca mas económica,Marca mas económica,Marca mas económica,Marca mas económica,Marca mas económica,Marca mas económica,Galleta,Kokito,Pan Felipito,Marca mas económica,Queso Paraguay,Marca mas económica,Marca mas económica,Marca mas económica
2013,3,2013-03,MARZO,2940,3636,2780,2400,4894,7274,5612,10183,14998,7616,24121,22629,24096,23520,15802,23358,15016,1415,5914,21644,12790,10030,12537,10302,6484,790,39962,27090,12940,9679,20998,13870,21503,28132,22313,12117,3145,25058,19888,33162,17115,16328,12896,12183,4208,17316,13600,10243,4393,8083,17568,19686,24756,16457,17357,5191,2009,4993,2308,16280,17452,2567,4647,1480,6622,1706,2307,3447,6249,5085,3703,1627,5237,2807,1536,2917,2070,3799,3565,7376,3052,3022,21670,27809,1589,2846
2013,4,2013-04,ABRIL,2771,3503,2980,2451,4764,7086,5980,9400,15614,7313,23085,21485,24105,23105,15301,23306,14910,1546,6332,22583,12347,9643,13016,9395,6321,1205,37308,26496,13907,9773,20769,13802,22043,24518,21736,12675,3792,23247,19331,31410,16875,16042,12743,11890,4363,16072,13060,10323,4681,8818,16706,19969,24987,14922,16247,6240,1967,5057,2196,15395,16283,2362,4082,1386,8075,1431,2049,3733,6145,5292,3716,1654,5001,2809,1602,3033,2260,3888,3809,7231,3235,2525,20367,29738,1636,2857
2013,5,2013-05,MAYO,2730,3357,2779,2446,4391,7117,6290,9196,15794,6939,23047,20861,23453,22937,15133,22824,13352,1392,6756,21923,12855,9719,12827,9215,6343,1250,37473,26567,14080,10548,20647,13351,20330,24404,21690,12345,3856,23851,18894,30179,15946,16158,12425,12313,4387,14969,13168,10421,5218,8873,16069,19393,25104,14133,15872,6037,2040,4997,2155,15746,16556,2274,3788,1576,7582,1343,2120,2755,6410,4608,3724,1842,4590,2787,1700,3158,2380,4135,3765,7459,3182,2688,20091,32961,1567,2813
2013,6,2013-06,JUNIO,2906,3562,2817,2434,5016,6930,6041,9747,15548,7271,23579,21832,23983,23310,15486,23189,14607,1522,6461,21914,12749,9881,12487,9719,6347,1224,38446,27099,13687,9911,20942,13726,21443,26347,22131,12081,3537,24297,19386,32550,16871,16270,12703,11989,4229,16209,13367,10382,4612,7976,17201,19750,24576,15184,16776,5707,2019,5007,2202,15779,16736,2519,4044,1464,7293,1566,2202,3536,6470,4876,3688,1690,4792,2803,1579,2971,2193,3864,3708,7312,3174,2766,20289,28967,1593,2817
2013,7,2013-07,JULIO,2700,3461,2779,2560,3953,6324,6690,9087,15706,6403,23797,22159,24321,24466,16049,23511,13960,1735,7872,22033,12066,9399,13676,9568,7019,1130,36902,26537,15024,11221,20996,14078,22049,24619,23496,13327,4372,24356,19188,30159,17806,15103,11387,12656,4712,11581,10237,9426,5650,9304,14491,17296,24505,13412,14281,5213,2047,4955,2141,15276,17870,1580,3950,1394,9651,1309,1963,2723,6004,2239,3736,1884,4968,2822,1706,3319,2359,4337,3829,7624,3172,2773,26761,36213,1640,2969
2013,8,2013-08,AGOSTO,2620,3021,2832,2711,4551,6189,6730,9769,16636,6453,24620,21921,24566,25365,15815,23852,13140,1640,8128,22552,11592,9219,13941,8339,7317,1128,37672,25850,14142,11689,20885,14929,21757,26015,23607,13022,3622,26333,19180,30962,16984,15193,11514,12963,4773,12394,10818,9782,5708,9246,14773,17207,25469,14446,15330,5004,2123,4883,2107,15533,17650,1501,4227,1043,10878,1289,2255,2872,9025,2629,3717,1697,4785,2814,1711,3346,2384,4373,3905,7918,3319,3054,23686,34467,1648,2972
2013,9,2013-09,SETIEMBRE,2403,3127,3091,3060,3935,6877,7251,9833,16856,6159,25842,22852,25718,26004,16518,24145,14253,1616,8452,22999,14171,11221,13910,10348,7483,1345,39412,27581,14481,12228,21326,14148,22682,27425,23906,12757,4020,25964,19158,32381,17921,17013,11723,13377,4457,12019,10979,9931,5542,9203,16001,18082,24792,16309,16655,5846,2324,4861,2275,15406,17809,1932,4076,858,10703,1428,2187,3860,6996,2115,3733,1666,4903,2860,1685,3329,2333,4347,4321,9044,3719,2926,23430,33793,1666,2744
2013,10,2013-10,OCTUBRE,2634,3484,3572,3780,4857,7443,7233,10084,16993,6669,27554,24537,27867,27123,17550,24159,14208,1810,9236,21886,16069,12264,14447,12540,7787,1097,41335,28513,15238,13286,21735,14130,24117,28261,25501,12950,4440,28853,19930,33322,18360,19261,11740,13955,4006,12846,10287,9946,5212,9159,19605,19129,25665,17844,17173,5093,2444,5061,2276,16445,18209,2288,3621,860,9473,1516,2402,3934,8202,2488,3916,1690,4468,3002,1765,3377,2353,4349,4427,9331,3934,2950,24762,34685,1595,2877
2013,11,2013-11,NOVIEMBRE,2729,3231,3569,3077,4709,7500,7203,10091,17048,7578,26958,24492,28875,29358,18530,24683,16283,2090,9263,23007,16913,12432,12417,13042,8154,1102,43196,31679,15507,13220,21800,14321,25132,31291,29982,12665,4532,30265,20363,34943,18593,20193,12178,14630,3949,13549,11109,9937,5061,9095,19096,20575,26580,18400,18466,4988,3778,4762,2376,16555,17907,2994,3838,967,5575,2133,3068,4300,7517,3457,3741,1828,5128,3105,1736,3357,2415,4233,4548,10571,3876,3181,24209,35017,1642,2858
2013,12,2013-12,DICIEMBRE,2564,3242,3661,3534,5246,6935,8832,9733,17126,6653,28314,24813,28868,28717,17720,25203,15097,1996,8981,23300,18288,14260,14010,12926,7822,1344,43468,32051,15751,11653,22505,14184,24705,30346,25669,12842,3719,29854,20487,34702,19809,21590,11831,14707,3747,12823,11524,10332,5064,8128,18671,20874,25597,16879,18773,5159,2260,4827,2531,16059,17920,4411,3487,1367,3948,2066,2918,5240,5846,4277,3732,1697,5061,3224,1700,3337,2408,4256,4573,9102,4024,2981,20782,31375,1612,2846
2014,1,2014-01,ENERO,2751,3538,3661,3408,4400,7174,9881,9927,17079,6348,25389,24351,28644,29129,18414,24397,14734,1947,8944,22603,15942,12001,13955,12932,7820,1104,45029,32567,14998,11247,21373,13670,25088,31881,29389,14363,4545,30467,20313,34502,19001,20494,11159,14449,4059,13151,11021,11074,4897,7822,18271,22246,26029,18078,18578,6108,2277,5024,2418,16828,17281,4554,3286,1645,3682,2665,3028,4588,5830,5460,3759,2126,5245,3146,1721,3306,2439,4348,4448,9809,3917,3304,19887,30408,1672,2896
2014,2,2014-02,FEBRERO,2954,3368,3604,3427,3810,7070,10115,10223,17220,6048,25670,24952,27534,28970,18842,25530,14718,1693,9010,20657,14754,11968,13480,12672,7916,1024,41714,32734,15554,11682,20372,13554,25162,30192,29152,13782,4730,29952,20172,33436,19293,19974,11422,14240,4823,13265,10235,10852,4320,7778,18096,20720,27240,17176,18830,5590,2200,5000,2504,18278,17838,3900,3556,1904,3336,2568,3108,4386,5886,5618,3754,2120,5425,3122,1670,3300,2350,4370,4465,10000,3852,3658,20044,31774,1725,3017
2014,3,2014-03,MARZO,2284,3593,3988,3510,4497,6665,10228,9901,16944,6242,26365,24920,27494,26713,17770,24825,14977,1557,8520,23251,14645,10157,12996,11223,7947,1513,45471,32419,13951,11501,22544,14099,24009,30218,27485,12223,4036,30167,20756,34161,17385,18760,11379,14713,4224,13008,11559,10935,4688,8393,18502,21387,24789,17810,19154,4735,2342,4855,2440,18623,19472,4263,3510,2713,4325,2512,3725,4476,9237,6062,3885,1943,5475,3179,1781,3444,2454,4428,4556,9498,4070,3177,22888,33074,1623,2973
2014,4,2014-04,ABRIL,2160,3753,3986,3596,4500,5787,11330,9960,17010,6597,26313,24236,27270,27322,18186,24257,15259,1443,7916,23178,15034,10336,14433,10882,7829,1391,43304,32471,13638,10414,22097,14354,24903,29280,26980,11130,4150,29844,20234,34271,17793,18416,12840,14775,4314,12693,11010,10990,4796,8470,19016,21618,25790,18524,19453,5615,2327,4776,2497,17869,20409,4302,3486,3141,4010,2693,3757,4370,7329,5796,3983,1863,5394,3082,1798,3515,2611,4459,4477,9294,3933,3255,24509,33252,1592,2773
2014,5,2014-05,MAYO,2430,3718,3790,3433,3643,6777,10945,9698,16898,7026,28592,24674,28654,28674,18392,23990,13968,1497,8895,22743,13732,10934,13982,11152,8660,1315,47674,33372,13572,10820,23240,13590,24764,31576,26590,11584,3652,31538,20740,42754,19293,17172,13490,17863,3810,14080,12522,10836,3500,9015,18452,22752,26812,17970,18192,4623,3133,5039,2332,16854,18228,2914,3534,2036,8542,2422,2908,6104,7408,5122,4670,1810,5248,3116,1773,3481,2745,4730,4690,9842,4022,3178,29730,35294,1907,2752
2014,6,2014-06,JUNIO,3355,3680,3790,3505,4200,7027,12245,10338,17158,6663,26892,24974,27972,25474,18190,24372,14968,1810,9332,24554,14352,10114,13602,11372,10462,1172,43674,32772,14172,12674,22772,13772,25256,31492,26772,11742,3970,30754,20572,33892,19445,18072,13268,18650,3816,13766,12614,11586,4608,8786,19452,19770,27132,17692,17852,4814,2304,4966,2230,16321,17170,2322,3094,1898,9886,2042,2958,5310,8273,3608,4650,2320,5420,3290,1863,3272,2410,4644,4542,9574,4002,3290,28468,36186,2047,2456
2014,7,2014-07,JULIO,2815,3740,3615,3255,3697,7320,12295,9748,17160,7385,28528,25754,30132,26845,19052,23370,14154,2160,9994,23172,16532,11732,13764,12172,11334,1374,43290,32170,14368,13818,21772,13572,23774,27492,26572,12032,3750,31772,22772,35892,19495,19572,13674,18762,3808,14028,12336,10200,3776,8600,19632,22752,27132,18052,19088,4810,3294,5480,2350,17356,15892,2324,4638,1992,8494,2102,3014,4750,6558,3274,4620,1810,4810,3500,1764,3326,2934,4518,4650,9164,4002,2862,28578,37778,1645,2640
2014,8,2014-08,AGOSTO,2634,3187,3228,3159,3793,6508,7048,9867,16660,6156,26313,23490,25919,25883,16556,24356,14770,1560,8515,23673,14976,12058,13867,10404,7535,1259,39556,28556,14606,11513,21199,14056,22693,27913,24157,12497,3783,25406,19556,31984,18218,17977,12291,13389,4253,12166,10436,10007,5327,9249,14233,17919,25833,16897,16449,4740,2138,4947,2330,15846,17578,1744,3826,773,10327,1554,2251,5011,6518,2003,3704,1700,4398,2851,1730,3366,2394,4287,4370,8850,3811,3209,24039,34433,1619,2603
2014,9,2014-09,SETIEMBRE,2793,3683,3730,3627,2233,8273,10475,10313,17275,6783,24160,26240,27343,27345,19345,24468,15745,2163,10308,23627,13643,9627,14977,13545,11508,1177,44293,29240,16195,14020,22543,15945,25958,28593,26968,14470,3408,32320,20820,35657,19990,16718,13635,18560,3608,12870,13395,11000,3330,8633,20920,21920,29545,22220,19745,4857,2595,5198,2783,16743,18058,1157,2998,1223,9058,2183,3148,3935,6763,2848,4485,1723,4875,3575,1750,3393,2708,4708,5458,9798,4358,3538,30700,38973,1873,2675
2014,10,2014-10,OCTUBRE,2805,3695,4090,3010,3525,7697,11697,10308,17158,6810,28480,24228,25858,25170,19466,24938,14198,1973,6828,23354,13610,10610,14114,12858,10906,1174,44930,34138,13738,12726,24068,13946,25030,31130,27550,13659,3738,30088,21188,38098,19600,19014,11900,16380,3100,12500,12320,10308,4800,8340,19724,22736,26633,18866,18566,5320,2328,5220,2442,16440,17870,1750,5363,1320,9630,2170,3210,3760,4980,4470,4198,1700,5538,3360,1888,3504,2706,4606,4482,9176,3764,2998,27478,35160,1870,2518
2014,11,2014-11,NOVIEMBRE,2160,3753,3986,3596,4500,5787,11330,9960,17010,6597,26313,24236,27270,27322,18186,24257,15259,1443,7916,23178,15034,10336,14433,10882,7829,1391,43304,32471,13638,10414,22097,14354,24903,29280,26980,11130,4150,29844,20234,34271,17793,18416,12840,14775,4314,12693,11010,10990,4796,8470,19016,21618,22990,18524,19453,5615,2327,4776,2497,17869,20409,4302,3486,3141,4010,2693,3757,4370,7329,5796,3983,1863,5394,3082,1798,3515,2611,4459,4477,9294,3933,3255,24509,33252,1592,2773
2014,12,2014-12,DICIEMBRE,2973,3508,4053,3355,5580,8893,10935,10160,17108,7438,26658,24505,26505,28210,18185,24405,16778,2470,9107,23190,17293,12372,13632,13725,7695,1132,42392,31877,14225,11960,21490,14140,25550,32227,27823,14467,4052,29625,20323,33493,19445,20810,11622,14640,3826,13205,11578,11078,5140,7768,20642,22602,26390,19123,19902,4990,2302,5057,2324,16832,18466,4898,3808,1558,3762,2772,3040,5037,4327,4643,3690,1600,5142,3030,1730,3344,2583,4420,4568,9942,3982,3567,20262,32380,1598,2742
2015,1,2015-01,ENERO,2744,3398,3054,2808,4757,6902,6740,9758,16191,7011,24998,22721,25466,25235,16328,23772,14543,1682,7658,22304,13895,10745,13167,10487,7029,1206,39474,27973,14416,11169,21269,14038,22514,27245,23892,12543,3854,26101,19567,32656,17620,17246,12172,12930,4254,14205,11981,10115,5027,8547,17149,19265,25044,15746,16778,5440,2279,4944,2247,15833,17368,2482,3947,1255,7881,1597,2346,3692,6904,3781,3729,1719,4843,2895,1654,3175,2293,4111,4013,8195,3447,2881,22280,31853,1615,2850
2015,2,2015-02,FEBRERO,2634,3484,3572,3780,4857,7443,7233,10084,16993,6669,27554,24537,27867,27123,17550,24159,14208,1810,9236,21886,16069,12264,14447,12540,7787,1097,41335,28513,15238,13286,21735,14130,24117,28261,25501,12950,4440,28853,19930,33322,18360,19261,11740,13955,4006,12846,10287,9946,5212,9159,19605,19129,25665,17844,17173,5093,2444,5061,2276,16445,18209,2288,3621,860,9473,1516,2402,3934,8202,2488,3916,1690,4468,3002,1765,3377,2353,4349,4427,9331,3934,2950,24762,34685,1595,2877
2015,3,2015-03,MARZO,2729,3231,3569,3077,4709,7500,7203,10091,17048,7578,26958,24492,28875,29358,18530,24683,16283,2090,9263,23007,16913,12432,12417,13042,8154,1102,43196,31679,15507,13220,21800,14321,25132,31291,29982,12665,4532,30265,20363,34943,18593,20193,12178,14630,3949,13549,11109,9937,5061,9095,19096,20575,26580,18400,18466,4988,3778,4762,2376,16555,17907,2994,3838,967,5575,2133,3068,4300,7517,3457,3741,1828,5128,3105,1736,3357,2415,4233,4548,10571,3876,3181,24209,35017,1642,2858
2015,4,2015-04,ABRIL,2564,3242,3661,3534,5246,6935,8832,9733,17126,6653,28314,24813,28868,28717,17720,25203,15097,1996,8981,23300,18288,14260,14010,12926,7822,1344,43468,32051,15751,11653,22505,14184,24705,30346,25669,12842,3719,29854,20487,34702,19809,21590,11831,14707,3747,12823,11524,10332,5064,8128,18671,20874,25597,16879,18773,5159,2260,4827,2531,16059,17920,4411,3487,1367,3948,2066,2918,5240,5846,4277,3732,1697,5061,3224,1700,3337,2408,4256,4573,9102,4024,2981,20782,31375,1612,2846
2015,5,2015-05,MAYO,3355,3680,3790,3505,4200,7027,12245,10338,17158,6663,26892,24974,27972,25474,18190,24372,14968,1810,9332,24554,14352,10114,13602,11372,10462,1172,43674,32772,14172,12674,22772,13772,25256,31492,26772,11742,3970,30754,20572,33892,19445,18072,13268,18650,3816,13766,12614,11586,4608,8786,19452,19770,27132,17692,17852,4814,2304,4966,2230,16321,17170,2322,3094,1898,9886,2042,2958,5310,8273,3608,4650,1870,5420,3290,1863,3272,2410,4644,4542,9574,4012,3290,28468,36186,2047,2456
2015,6,2015-06,JUNIO,2973,3508,4053,3355,5580,8893,10935,10160,17108,7438,26658,24505,26505,28210,18185,24405,16778,2470,9107,23190,17293,12372,13632,13725,7695,1132,42392,31877,14225,11960,21490,14140,25550,32227,27823,14467,4052,29625,20323,33493,19445,20810,11622,14640,3826,13205,11578,11078,5140,7768,20642,22602,26390,19123,19902,4990,2302,5057,2324,16832,18466,4898,3808,1558,3762,2772,3040,5037,4327,4643,3690,1600,5142,3030,1730,3344,2583,4420,4568,9942,3982,3567,20262,32380,1598,2742
2015,7,2015-07,JULIO,2513,3563,3325,1933,3550,8617,12625,10200,17900,6500,27460,25550,29440,30540,17980,23530,15175,1500,8250,22330,13240,9840,12250,14260,9670,960,47330,33900,16530,10713,23540,13930,25640,34188,26340,12938,4925,31860,22140,35740,16917,17290,8720,15020,3490,14000,9580,11190,5088,7563,18440,20870,27175,15958,18450,5225,2840,5200,2020,17170,18650,1900,10630,1910,9070,1850,3200,4340,8050,2800,3820,1680,6060,3400,1610,2950,2650,4670,4210,10290,3710,2800,30670,37640,1820,2540
2015,8,2015-08,AGOSTO,2300,3388,3388,1713,3900,8275,11500,10190,17920,6380,26900,23480,27220,23110,18540,24320,15550,1667,8500,23400,13640,9140,12173,13440,10090,1200,45460,31900,15180,11390,23490,15448,24480,27440,25680,12663,5388,28680,21280,36638,19050,18140,9650,15120,3530,13360,9400,11600,4500,8460,16140,18940,23688,16540,17340,5000,3330,5200,1890,12550,13910,2450,6550,1210,6500,1180,3430,4510,9060,1950,3780,1650,6080,3166,1620,3000,2730,3990,4280,9360,3706,3160,27060,36390,1830,2690
