Nro,PRODUCTO,RUBRO,ANHO,MES,PRECIO
109,A granel - 1kg,Yerba,2008,ENERO,3532
110,A granel - 1kg,Yerba,2008,FEBRERO,3519
111,A granel - 1kg,Yerba,2008,MARZO,3672
112,A granel - 1kg,Yerba,2008,ABRIL,3578
113,A granel - 1kg,Yerba,2008,MAYO,3591
114,A granel - 1kg,Yerba,2008,JUNIO,3719
115,A granel - 1kg,Yerba,2008,JULIO,3754
116,A granel - 1kg,Yerba,2008,AGOSTO,3727
117,A granel - 1kg,Yerba,2008,SETIEMBRE,3576
118,A granel - 1kg,Yerba,2008,OCTUBRE,3541
119,A granel - 1kg,Yerba,2008,NOVIEMBE,3484
120,A granel - 1kg,Yerba,2008,DICIEMBRE,3563
121,Carne bovina - 1kg,Puchero de primera,2008,ENERO,7474
122,Carne bovina - 1kg,Puchero de primera,2008,FEBRERO,7893
123,Carne bovina - 1kg,Puchero de primera,2008,MARZO,8060
124,Carne bovina - 1kg,Puchero de primera,2008,ABRIL,7541
125,Carne bovina - 1kg,Puchero de primera,2008,MAYO,7591
126,Carne bovina - 1kg,Puchero de primera,2008,JUNIO,7865
127,Carne bovina - 1kg,Puchero de primera,2008,JULIO,8397
128,Carne bovina - 1kg,Puchero de primera,2008,AGOSTO,8963
129,Carne bovina - 1kg,Puchero de primera,2008,SETIEMBRE,8949
130,Carne bovina - 1kg,Puchero de primera,2008,OCTUBRE,8811
131,Carne bovina - 1kg,Puchero de primera,2008,NOVIEMBE,8183
132,Carne bovina - 1kg,Puchero de primera,2008,DICIEMBRE,8182
133,Carne bovina - 1kg,Carnaza de negra,2008,ENERO,24033
134,Carne bovina - 1kg,Carnaza de negra,2008,FEBRERO,23251
135,Carne bovina - 1kg,Carnaza de negra,2008,MARZO,23072
136,Carne bovina - 1kg,Carnaza de negra,2008,ABRIL,22954
137,Carne bovina - 1kg,Carnaza de negra,2008,MAYO,23116
138,Carne bovina - 1kg,Carnaza de negra,2008,JUNIO,23350
139,Carne bovina - 1kg,Carnaza de negra,2008,JULIO,24243
140,Carne bovina - 1kg,Carnaza de negra,2008,AGOSTO,25027
141,Carne bovina - 1kg,Carnaza de negra,2008,SETIEMBRE,25164
142,Carne bovina - 1kg,Carnaza de negra,2008,OCTUBRE,23981
143,Carne bovina - 1kg,Carnaza de negra,2008,NOVIEMBE,22987
144,Carne bovina - 1kg,Carnaza de negra,2008,DICIEMBRE,22267
145,Carne bovina - 1kg,Carnaza de blanca,2008,ENERO,20833
146,Carne bovina - 1kg,Carnaza de blanca,2008,FEBRERO,20458
147,Carne bovina - 1kg,Carnaza de blanca,2008,MARZO,20692
148,Carne bovina - 1kg,Carnaza de blanca,2008,ABRIL,20234
149,Carne bovina - 1kg,Carnaza de blanca,2008,MAYO,20334
150,Carne bovina - 1kg,Carnaza de blanca,2008,JUNIO,20580
151,Carne bovina - 1kg,Carnaza de blanca,2008,JULIO,21397
152,Carne bovina - 1kg,Carnaza de blanca,2008,AGOSTO,22208
153,Carne bovina - 1kg,Carnaza de blanca,2008,SETIEMBRE,22678
154,Carne bovina - 1kg,Carnaza de blanca,2008,OCTUBRE,21541
155,Carne bovina - 1kg,Carnaza de blanca,2008,NOVIEMBE,20253
156,Carne bovina - 1kg,Carnaza de blanca,2008,DICIEMBRE,19370
157,Carne bovina - 1kg,Lomo,2008,ENERO,26220
158,Carne bovina - 1kg,Lomo,2008,FEBRERO,25606
159,Carne bovina - 1kg,Lomo,2008,MARZO,25551
160,Carne bovina - 1kg,Lomo,2008,ABRIL,25064
161,Carne bovina - 1kg,Lomo,2008,MAYO,25412
162,Carne bovina - 1kg,Lomo,2008,JUNIO,25808
163,Carne bovina - 1kg,Lomo,2008,JULIO,26652
164,Carne bovina - 1kg,Lomo,2008,AGOSTO,27303
165,Carne bovina - 1kg,Lomo,2008,SETIEMBRE,27696
166,Carne bovina - 1kg,Lomo,2008,OCTUBRE,26560
167,Carne bovina - 1kg,Lomo,2008,NOVIEMBE,25520
168,Carne bovina - 1kg,Lomo,2008,DICIEMBRE,24744
169,Carne bovina - 1kg,Carne molida de primera,2008,ENERO,21119
170,Carne bovina - 1kg,Carne molida de primera,2008,FEBRERO,21484
171,Carne bovina - 1kg,Carne molida de primera,2008,MARZO,21412
172,Carne bovina - 1kg,Carne molida de primera,2008,ABRIL,21315
173,Carne bovina - 1kg,Carne molida de primera,2008,MAYO,21508
174,Carne bovina - 1kg,Carne molida de primera,2008,JUNIO,21644
175,Carne bovina - 1kg,Carne molida de primera,2008,JULIO,22629
176,Carne bovina - 1kg,Carne molida de primera,2008,AGOSTO,23125
177,Carne bovina - 1kg,Carne molida de primera,2008,SETIEMBRE,23535
178,Carne bovina - 1kg,Carne molida de primera,2008,OCTUBRE,22115
179,Carne bovina - 1kg,Carne molida de primera,2008,NOVIEMBE,20932
180,Carne bovina - 1kg,Carne molida de primera,2008,DICIEMBRE,20595
181,Carne bovina - 1kg,Carne molida de segunda,2008,ENERO,10547
182,Carne bovina - 1kg,Carne molida de segunda,2008,FEBRERO,12166
183,Carne bovina - 1kg,Carne molida de segunda,2008,MARZO,12128
184,Carne bovina - 1kg,Carne molida de segunda,2008,ABRIL,12338
185,Carne bovina - 1kg,Carne molida de segunda,2008,MAYO,12592
186,Carne bovina - 1kg,Carne molida de segunda,2008,JUNIO,12646
187,Carne bovina - 1kg,Carne molida de segunda,2008,JULIO,13295
188,Carne bovina - 1kg,Carne molida de segunda,2008,AGOSTO,13613
189,Carne bovina - 1kg,Carne molida de segunda,2008,SETIEMBRE,13751
190,Carne bovina - 1kg,Carne molida de segunda,2008,OCTUBRE,13306
191,Carne bovina - 1kg,Carne molida de segunda,2008,NOVIEMBE,12333
192,Carne bovina - 1kg,Carne molida de segunda,2008,DICIEMBRE,11916
193,Carne bovina - 1kg,Costilla,2008,ENERO,13334
194,Carne bovina - 1kg,Costilla,2008,FEBRERO,12133
195,Carne bovina - 1kg,Costilla,2008,MARZO,12356
196,Carne bovina - 1kg,Costilla,2008,ABRIL,12725
197,Carne bovina - 1kg,Costilla,2008,MAYO,13014
198,Carne bovina - 1kg,Costilla,2008,JUNIO,12551
199,Carne bovina - 1kg,Costilla,2008,JULIO,13002
200,Carne bovina - 1kg,Costilla,2008,AGOSTO,14538
201,Carne bovina - 1kg,Costilla,2008,SETIEMBRE,13892
202,Carne bovina - 1kg,Costilla,2008,OCTUBRE,14883
203,Carne bovina - 1kg,Costilla,2008,NOVIEMBE,15393
204,Carne bovina - 1kg,Costilla,2008,DICIEMBRE,14910
205,Carne bovina - 1kg,Hígado,2008,ENERO,7510
206,Carne bovina - 1kg,Hígado,2008,FEBRERO,7328
207,Carne bovina - 1kg,Hígado,2008,MARZO,7401
208,Carne bovina - 1kg,Hígado,2008,ABRIL,8386
209,Carne bovina - 1kg,Hígado,2008,MAYO,9004
210,Carne bovina - 1kg,Hígado,2008,JUNIO,8979
211,Carne bovina - 1kg,Hígado,2008,JULIO,9315
212,Carne bovina - 1kg,Hígado,2008,AGOSTO,9824
213,Carne bovina - 1kg,Hígado,2008,SETIEMBRE,10124
214,Carne bovina - 1kg,Hígado,2008,OCTUBRE,10207
215,Carne bovina - 1kg,Hígado,2008,NOVIEMBE,9995
216,Carne bovina - 1kg,Hígado,2008,DICIEMBRE,8821
217,Carne bovina - 1kg,Corazón,2008,ENERO,7333
218,Carne bovina - 1kg,Corazón,2008,FEBRERO,7121
219,Carne bovina - 1kg,Corazón,2008,MARZO,7161
220,Carne bovina - 1kg,Corazón,2008,ABRIL,7241
221,Carne bovina - 1kg,Corazón,2008,MAYO,7210
222,Carne bovina - 1kg,Corazón,2008,JUNIO,7180
223,Carne bovina - 1kg,Corazón,2008,JULIO,7691
224,Carne bovina - 1kg,Corazón,2008,AGOSTO,8156
225,Carne bovina - 1kg,Corazón,2008,SETIEMBRE,8488
226,Carne bovina - 1kg,Corazón,2008,OCTUBRE,8606
227,Carne bovina - 1kg,Corazón,2008,NOVIEMBE,8596
228,Carne bovina - 1kg,Corazón,2008,DICIEMBRE,8091
229,Carne bovina - 1kg,Mondongo,2008,ENERO,7739
230,Carne bovina - 1kg,Mondongo,2008,FEBRERO,7287
231,Carne bovina - 1kg,Mondongo,2008,MARZO,7272
232,Carne bovina - 1kg,Mondongo,2008,ABRIL,7972
233,Carne bovina - 1kg,Mondongo,2008,MAYO,8197
234,Carne bovina - 1kg,Mondongo,2008,JUNIO,8193
235,Carne bovina - 1kg,Mondongo,2008,JULIO,8850
236,Carne bovina - 1kg,Mondongo,2008,AGOSTO,9342
237,Carne bovina - 1kg,Mondongo,2008,SETIEMBRE,10398
238,Carne bovina - 1kg,Mondongo,2008,OCTUBRE,10265
239,Carne bovina - 1kg,Mondongo,2008,NOVIEMBE,10190
240,Carne bovina - 1kg,Mondongo,2008,DICIEMBRE,9364
241,Carne bovina - 1 Kg.,Carnaza de Primera,2008,ENERO,25476
242,Carne bovina - 1 Kg.,Carnaza de Primera,2008,FEBRERO,23133
243,Carne bovina - 1 Kg.,Carnaza de Primera,2008,MARZO,22700
244,Carne bovina - 1 Kg.,Carnaza de Primera,2008,ABRIL,22767
245,Carne bovina - 1 Kg.,Carnaza de Primera,2008,MAYO,23097
246,Carne bovina - 1 Kg.,Carnaza de Primera,2008,JUNIO,23208
247,Carne bovina - 1 Kg.,Carnaza de Primera,2008,JULIO,23786
248,Carne bovina - 1 Kg.,Carnaza de Primera,2008,AGOSTO,24990
249,Carne bovina - 1 Kg.,Carnaza de Primera,2008,SETIEMBRE,24991
250,Carne bovina - 1 Kg.,Carnaza de Primera,2008,OCTUBRE,23889
251,Carne bovina - 1 Kg.,Carnaza de Primera,2008,NOVIEMBE,22904
252,Carne bovina - 1 Kg.,Carnaza de Primera,2008,DICIEMBRE,22326
253,Carne bovina - 1 Kg.,Carnaza de Segunda,2008,ENERO,13990
254,Carne bovina - 1 Kg.,Carnaza de Segunda,2008,FEBRERO,13884
255,Carne bovina - 1 Kg.,Carnaza de Segunda,2008,MARZO,14114
256,Carne bovina - 1 Kg.,Carnaza de Segunda,2008,ABRIL,14194
257,Carne bovina - 1 Kg.,Carnaza de Segunda,2008,MAYO,14417
258,Carne bovina - 1 Kg.,Carnaza de Segunda,2008,JUNIO,14462
259,Carne bovina - 1 Kg.,Carnaza de Segunda,2008,JULIO,15019
260,Carne bovina - 1 Kg.,Carnaza de Segunda,2008,AGOSTO,15604
261,Carne bovina - 1 Kg.,Carnaza de Segunda,2008,SETIEMBRE,15821
262,Carne bovina - 1 Kg.,Carnaza de Segunda,2008,OCTUBRE,14687
263,Carne bovina - 1 Kg.,Carnaza de Segunda,2008,NOVIEMBE,13816
264,Carne bovina - 1 Kg.,Carnaza de Segunda,2008,DICIEMBRE,13177
265,Carne bovina - 1 Kg.,Puchero de Segunda,2008,ENERO,2690
266,Carne bovina - 1 Kg.,Puchero de Segunda,2008,FEBRERO,2842
267,Carne bovina - 1 Kg.,Puchero de Segunda,2008,MARZO,2910
268,Carne bovina - 1 Kg.,Puchero de Segunda,2008,ABRIL,3019
269,Carne bovina - 1 Kg.,Puchero de Segunda,2008,MAYO,3247
270,Carne bovina - 1 Kg.,Puchero de Segunda,2008,JUNIO,3366
271,Carne bovina - 1 Kg.,Puchero de Segunda,2008,JULIO,3690
272,Carne bovina - 1 Kg.,Puchero de Segunda,2008,AGOSTO,3747
273,Carne bovina - 1 Kg.,Puchero de Segunda,2008,SETIEMBRE,3300
274,Carne bovina - 1 Kg.,Puchero de Segunda,2008,OCTUBRE,3665
275,Carne bovina - 1 Kg.,Puchero de Segunda,2008,NOVIEMBE,3556
276,Carne bovina - 1 Kg.,Puchero de Segunda,2008,DICIEMBRE,2867
277,Carne de ave/Puchero - 1kg,Marca mas económica,2008,ENERO,5130
278,Carne de ave/Puchero - 1kg,Marca mas económica,2008,FEBRERO,5316
279,Carne de ave/Puchero - 1kg,Marca mas económica,2008,MARZO,5482
280,Carne de ave/Puchero - 1kg,Marca mas económica,2008,ABRIL,5386
281,Carne de ave/Puchero - 1kg,Marca mas económica,2008,MAYO,5037
282,Carne de ave/Puchero - 1kg,Marca mas económica,2008,JUNIO,5112
283,Carne de ave/Puchero - 1kg,Marca mas económica,2008,JULIO,5641
284,Carne de ave/Puchero - 1kg,Marca mas económica,2008,AGOSTO,5673
285,Carne de ave/Puchero - 1kg,Marca mas económica,2008,SETIEMBRE,5968
286,Carne de ave/Puchero - 1kg,Marca mas económica,2008,OCTUBRE,5652
287,Carne de ave/Puchero - 1kg,Marca mas económica,2008,NOVIEMBE,5163
288,Carne de ave/Puchero - 1kg,Marca mas económica,2008,DICIEMBRE,4255
289,Carne de ave/pechuga - 1kg,Marca mas económica,2008,ENERO,11844
290,Carne de ave/pechuga - 1kg,Marca mas económica,2008,FEBRERO,12265
291,Carne de ave/pechuga - 1kg,Marca mas económica,2008,MARZO,12301
292,Carne de ave/pechuga - 1kg,Marca mas económica,2008,ABRIL,11932
293,Carne de ave/pechuga - 1kg,Marca mas económica,2008,MAYO,11476
294,Carne de ave/pechuga - 1kg,Marca mas económica,2008,JUNIO,10787
295,Carne de ave/pechuga - 1kg,Marca mas económica,2008,JULIO,10615
296,Carne de ave/pechuga - 1kg,Marca mas económica,2008,AGOSTO,11092
297,Carne de ave/pechuga - 1kg,Marca mas económica,2008,SETIEMBRE,11960
298,Carne de ave/pechuga - 1kg,Marca mas económica,2008,OCTUBRE,12203
299,Carne de ave/pechuga - 1kg,Marca mas económica,2008,NOVIEMBE,12263
300,Carne de ave/pechuga - 1kg,Marca mas económica,2008,DICIEMBRE,12870
301,Carne de ave/pata entera-1kg,Marca mas económica,2008,ENERO,12149
302,Carne de ave/pata entera-1kg,Marca mas económica,2008,FEBRERO,12168
303,Carne de ave/pata entera-1kg,Marca mas económica,2008,MARZO,12757
304,Carne de ave/pata entera-1kg,Marca mas económica,2008,ABRIL,12361
305,Carne de ave/pata entera-1kg,Marca mas económica,2008,MAYO,11322
306,Carne de ave/pata entera-1kg,Marca mas económica,2008,JUNIO,11544
307,Carne de ave/pata entera-1kg,Marca mas económica,2008,JULIO,12376
308,Carne de ave/pata entera-1kg,Marca mas económica,2008,AGOSTO,13061
309,Carne de ave/pata entera-1kg,Marca mas económica,2008,SETIEMBRE,13690
310,Carne de ave/pata entera-1kg,Marca mas económica,2008,OCTUBRE,13616
311,Carne de ave/pata entera-1kg,Marca mas económica,2008,NOVIEMBE,13142
312,Carne de ave/pata entera-1kg,Marca mas económica,2008,DICIEMBRE,12275
313,Carne de ave/pollo entero-1kg,Marca mas económica,2008,ENERO,8862
314,Carne de ave/pollo entero-1kg,Marca mas económica,2008,FEBRERO,9022
315,Carne de ave/pollo entero-1kg,Marca mas económica,2008,MARZO,8943
316,Carne de ave/pollo entero-1kg,Marca mas económica,2008,ABRIL,9027
317,Carne de ave/pollo entero-1kg,Marca mas económica,2008,MAYO,8350
318,Carne de ave/pollo entero-1kg,Marca mas económica,2008,JUNIO,8081
319,Carne de ave/pollo entero-1kg,Marca mas económica,2008,JULIO,8608
320,Carne de ave/pollo entero-1kg,Marca mas económica,2008,AGOSTO,9162
321,Carne de ave/pollo entero-1kg,Marca mas económica,2008,SETIEMBRE,9736
322,Carne de ave/pollo entero-1kg,Marca mas económica,2008,OCTUBRE,9321
323,Carne de ave/pollo entero-1kg,Marca mas económica,2008,NOVIEMBE,8805
324,Carne de ave/pollo entero-1kg,Marca mas económica,2008,DICIEMBRE,7764
325,Carne de ave/Ala-1kg,Marca mas económica,2008,ENERO,9962
326,Carne de ave/Ala-1kg,Marca mas económica,2008,FEBRERO,9994
327,Carne de ave/Ala-1kg,Marca mas económica,2008,MARZO,10327
328,Carne de ave/Ala-1kg,Marca mas económica,2008,ABRIL,10065
329,Carne de ave/Ala-1kg,Marca mas económica,2008,MAYO,9776
330,Carne de ave/Ala-1kg,Marca mas económica,2008,JUNIO,9896
331,Carne de ave/Ala-1kg,Marca mas económica,2008,JULIO,10361
332,Carne de ave/Ala-1kg,Marca mas económica,2008,AGOSTO,10870
333,Carne de ave/Ala-1kg,Marca mas económica,2008,SETIEMBRE,11714
334,Carne de ave/Ala-1kg,Marca mas económica,2008,OCTUBRE,11173
335,Carne de ave/Ala-1kg,Marca mas económica,2008,NOVIEMBE,10270
336,Carne de ave/Ala-1kg,Marca mas económica,2008,DICIEMBRE,10083
337,Carne de ave/Tacaraa-1kg,Marca mas económica,2008,ENERO,5927
338,Carne de ave/Tacaraa-1kg,Marca mas económica,2008,FEBRERO,5199
339,Carne de ave/Tacaraa-1kg,Marca mas económica,2008,MARZO,4861
340,Carne de ave/Tacaraa-1kg,Marca mas económica,2008,ABRIL,5034
341,Carne de ave/Tacaraa-1kg,Marca mas económica,2008,MAYO,6668
342,Carne de ave/Tacaraa-1kg,Marca mas económica,2008,JUNIO,6893
343,Carne de ave/Tacaraa-1kg,Marca mas económica,2008,JULIO,7851
344,Carne de ave/Tacaraa-1kg,Marca mas económica,2008,AGOSTO,8568
345,Carne de ave/Tacaraa-1kg,Marca mas económica,2008,SETIEMBRE,9197
346,Carne de ave/Tacaraa-1kg,Marca mas económica,2008,OCTUBRE,8696
347,Carne de ave/Tacaraa-1kg,Marca mas económica,2008,NOVIEMBE,7326
348,Carne de ave/Tacaraa-1kg,Marca mas económica,2008,DICIEMBRE,6331
349,Carne de ave/Hígado-1kg,Marca mas económica,2008,ENERO,3391
350,Carne de ave/Hígado-1kg,Marca mas económica,2008,FEBRERO,3289
351,Carne de ave/Hígado-1kg,Marca mas económica,2008,MARZO,3337
352,Carne de ave/Hígado-1kg,Marca mas económica,2008,ABRIL,3286
353,Carne de ave/Hígado-1kg,Marca mas económica,2008,MAYO,3444
354,Carne de ave/Hígado-1kg,Marca mas económica,2008,JUNIO,3656
355,Carne de ave/Hígado-1kg,Marca mas económica,2008,JULIO,3616
356,Carne de ave/Hígado-1kg,Marca mas económica,2008,AGOSTO,3681
357,Carne de ave/Hígado-1kg,Marca mas económica,2008,SETIEMBRE,4001
358,Carne de ave/Hígado-1kg,Marca mas económica,2008,OCTUBRE,3809
359,Carne de ave/Hígado-1kg,Marca mas económica,2008,NOVIEMBE,3502
360,Carne de ave/Hígado-1kg,Marca mas económica,2008,DICIEMBRE,3406
361,Carne de ave/Corazoncito-1kg,Marca mas económica,2008,ENERO,11300
362,Carne de ave/Corazoncito-1kg,Marca mas económica,2008,FEBRERO,10946
363,Carne de ave/Corazoncito-1kg,Marca mas económica,2008,MARZO,10353
364,Carne de ave/Corazoncito-1kg,Marca mas económica,2008,ABRIL,10897
365,Carne de ave/Corazoncito-1kg,Marca mas económica,2008,MAYO,9069
366,Carne de ave/Corazoncito-1kg,Marca mas económica,2008,JUNIO,8861
367,Carne de ave/Corazoncito-1kg,Marca mas económica,2008,JULIO,10309
368,Carne de ave/Corazoncito-1kg,Marca mas económica,2008,AGOSTO,11218
369,Carne de ave/Corazoncito-1kg,Marca mas económica,2008,SETIEMBRE,12141
370,Carne de ave/Corazoncito-1kg,Marca mas económica,2008,OCTUBRE,11371
371,Carne de ave/Corazoncito-1kg,Marca mas económica,2008,NOVIEMBE,10591
372,Carne de ave/Corazoncito-1kg,Marca mas económica,2008,DICIEMBRE,10685
373,Embutido/chorizo Viena-1kg,Marca mas económica,2008,ENERO,12329
374,Embutido/chorizo Viena-1kg,Marca mas económica,2008,FEBRERO,13063
375,Embutido/chorizo Viena-1kg,Marca mas económica,2008,MARZO,14099
376,Embutido/chorizo Viena-1kg,Marca mas económica,2008,ABRIL,13838
377,Embutido/chorizo Viena-1kg,Marca mas económica,2008,MAYO,13607
378,Embutido/chorizo Viena-1kg,Marca mas económica,2008,JUNIO,13936
379,Embutido/chorizo Viena-1kg,Marca mas económica,2008,JULIO,14300
380,Embutido/chorizo Viena-1kg,Marca mas económica,2008,AGOSTO,14119
381,Embutido/chorizo Viena-1kg,Marca mas económica,2008,SETIEMBRE,14102
382,Embutido/chorizo Viena-1kg,Marca mas económica,2008,OCTUBRE,14113
383,Embutido/chorizo Viena-1kg,Marca mas económica,2008,NOVIEMBE,14191
384,Embutido/chorizo Viena-1kg,Marca mas económica,2008,DICIEMBRE,14109
385,Embutido/fiambre Paris-1kg,Marca mas económica,2008,ENERO,13426
386,Embutido/fiambre Paris-1kg,Marca mas económica,2008,FEBRERO,14052
387,Embutido/fiambre Paris-1kg,Marca mas económica,2008,MARZO,14920
388,Embutido/fiambre Paris-1kg,Marca mas económica,2008,ABRIL,14811
389,Embutido/fiambre Paris-1kg,Marca mas económica,2008,MAYO,14203
390,Embutido/fiambre Paris-1kg,Marca mas económica,2008,JUNIO,14964
391,Embutido/fiambre Paris-1kg,Marca mas económica,2008,JULIO,15252
392,Embutido/fiambre Paris-1kg,Marca mas económica,2008,AGOSTO,14984
393,Embutido/fiambre Paris-1kg,Marca mas económica,2008,SETIEMBRE,15356
394,Embutido/fiambre Paris-1kg,Marca mas económica,2008,OCTUBRE,15345
395,Embutido/fiambre Paris-1kg,Marca mas económica,2008,NOVIEMBE,15386
396,Embutido/fiambre Paris-1kg,Marca mas económica,2008,DICIEMBRE,15166
397,Queso - 1kg,Queso Paraguay,2008,ENERO,14201
398,Queso - 1kg,Queso Paraguay,2008,FEBRERO,16397
399,Queso - 1kg,Queso Paraguay,2008,MARZO,18623
400,Queso - 1kg,Queso Paraguay,2008,ABRIL,9805
401,Queso - 1kg,Queso Paraguay,2008,MAYO,21950
402,Queso - 1kg,Queso Paraguay,2008,JUNIO,14667
403,Queso - 1kg,Queso Paraguay,2008,JULIO,27075
404,Queso - 1kg,Queso Paraguay,2008,AGOSTO,23610
405,Queso - 1kg,Queso Paraguay,2008,SETIEMBRE,20163
406,Queso - 1kg,Queso Paraguay,2008,OCTUBRE,18554
