Nro,PRODUCTO,RUBRO,ANHO,MES,PRECIO
77,A granel - 1kg,Yerba,2015,MAYO,12245
78,A granel - 1kg,Yerba,2015,JUNIO,10935
79,A granel - 1kg,Yerba,2015,JULIO,12625
80,A granel - 1kg,Yerba,2015,AGOSTO,11500
81,Carne bovina - 1kg,Puchero de primera,2015,ENERO,12543
82,Carne bovina - 1kg,Puchero de primera,2015,FEBRERO,12950
83,Carne bovina - 1kg,Puchero de primera,2015,MARZO,12665
84,Carne bovina - 1kg,Puchero de primera,2015,ABRIL,12842
85,Carne bovina - 1kg,Puchero de primera,2015,MAYO,11742
86,Carne bovina - 1kg,Puchero de primera,2015,JUNIO,14467
87,Carne bovina - 1kg,Puchero de primera,2015,JULIO,12938
88,Carne bovina - 1kg,Puchero de primera,2015,AGOSTO,12663
89,Carne bovina - 1kg,Carnaza de negra,2015,ENERO,25466
90,Carne bovina - 1kg,Carnaza de negra,2015,FEBRERO,27867
91,Carne bovina - 1kg,Carnaza de negra,2015,MARZO,28875
92,Carne bovina - 1kg,Carnaza de negra,2015,ABRIL,28868
93,Carne bovina - 1kg,Carnaza de negra,2015,MAYO,27972
94,Carne bovina - 1kg,Carnaza de negra,2015,JUNIO,26505
95,Carne bovina - 1kg,Carnaza de negra,2015,JULIO,29440
96,Carne bovina - 1kg,Carnaza de negra,2015,AGOSTO,27220
97,Carne bovina - 1kg,Carnaza de blanca,2015,ENERO,22721
98,Carne bovina - 1kg,Carnaza de blanca,2015,FEBRERO,24537
99,Carne bovina - 1kg,Carnaza de blanca,2015,MARZO,24492
100,Carne bovina - 1kg,Carnaza de blanca,2015,ABRIL,24813
101,Carne bovina - 1kg,Carnaza de blanca,2015,MAYO,24974
102,Carne bovina - 1kg,Carnaza de blanca,2015,JUNIO,24505
103,Carne bovina - 1kg,Carnaza de blanca,2015,JULIO,25550
104,Carne bovina - 1kg,Carnaza de blanca,2015,AGOSTO,23480
105,Carne bovina - 1kg,Lomo,2015,ENERO,27973
106,Carne bovina - 1kg,Lomo,2015,FEBRERO,28513
107,Carne bovina - 1kg,Lomo,2015,MARZO,31679
108,Carne bovina - 1kg,Lomo,2015,ABRIL,32051
109,Carne bovina - 1kg,Lomo,2015,MAYO,32772
110,Carne bovina - 1kg,Lomo,2015,JUNIO,31877
111,Carne bovina - 1kg,Lomo,2015,JULIO,33900
112,Carne bovina - 1kg,Lomo,2015,AGOSTO,31900
113,Carne bovina - 1kg,Lomito,2015,ENERO,39474
114,Carne bovina - 1kg,Lomito,2015,FEBRERO,41335
115,Carne bovina - 1kg,Lomito,2015,MARZO,43196
116,Carne bovina - 1kg,Lomito,2015,ABRIL,43468
117,Carne bovina - 1kg,Lomito,2015,MAYO,43674
118,Carne bovina - 1kg,Lomito,2015,JUNIO,42392
119,Carne bovina - 1kg,Lomito,2015,JULIO,47330
120,Carne bovina - 1kg,Lomito,2015,AGOSTO,45460
121,Carne bovina - 1kg,Carne molida de primera,2015,ENERO,23772
122,Carne bovina - 1kg,Carne molida de primera,2015,FEBRERO,24159
123,Carne bovina - 1kg,Carne molida de primera,2015,MARZO,24683
124,Carne bovina - 1kg,Carne molida de primera,2015,ABRIL,25203
125,Carne bovina - 1kg,Carne molida de primera,2015,MAYO,24372
126,Carne bovina - 1kg,Carne molida de primera,2015,JUNIO,24405
127,Carne bovina - 1kg,Carne molida de primera,2015,JULIO,23530
128,Carne bovina - 1kg,Carne molida de primera,2015,AGOSTO,24320
129,Carne bovina - 1kg,Carne molida de segunda,2015,ENERO,14543
130,Carne bovina - 1kg,Carne molida de segunda,2015,FEBRERO,14208
131,Carne bovina - 1kg,Carne molida de segunda,2015,MARZO,16283
132,Carne bovina - 1kg,Carne molida de segunda,2015,ABRIL,15097
133,Carne bovina - 1kg,Carne molida de segunda,2015,MAYO,14968
134,Carne bovina - 1kg,Carne molida de segunda,2015,JUNIO,16778
135,Carne bovina - 1kg,Carne molida de segunda,2015,JULIO,15175
136,Carne bovina - 1kg,Carne molida de segunda,2015,AGOSTO,15550
137,Carne bovina - 1kg,Costilla,2015,ENERO,13895
138,Carne bovina - 1kg,Costilla,2015,FEBRERO,16069
139,Carne bovina - 1kg,Costilla,2015,MARZO,16913
140,Carne bovina - 1kg,Costilla,2015,ABRIL,18288
141,Carne bovina - 1kg,Costilla,2015,MAYO,14352
142,Carne bovina - 1kg,Costilla,2015,JUNIO,17293
143,Carne bovina - 1kg,Costilla,2015,JULIO,13240
144,Carne bovina - 1kg,Costilla,2015,AGOSTO,13640
145,Carne bovina - 1kg,Costilla de segunda,2015,ENERO,10745
146,Carne bovina - 1kg,Costilla de segunda,2015,FEBRERO,12264
147,Carne bovina - 1kg,Costilla de segunda,2015,MARZO,12432
148,Carne bovina - 1kg,Costilla de segunda,2015,ABRIL,14260
149,Carne bovina - 1kg,Costilla de segunda,2015,MAYO,10114
150,Carne bovina - 1kg,Costilla de segunda,2015,JUNIO,12372
151,Carne bovina - 1kg,Costilla de segunda,2015,JULIO,9840
152,Carne bovina - 1kg,Costilla de segunda,2015,AGOSTO,9140
153,Carne bovina - 1kg,Hígado,2015,ENERO,7029
154,Carne bovina - 1kg,Hígado,2015,FEBRERO,7787
155,Carne bovina - 1kg,Hígado,2015,MARZO,8154
156,Carne bovina - 1kg,Hígado,2015,ABRIL,7822
157,Carne bovina - 1kg,Hígado,2015,MAYO,10462
158,Carne bovina - 1kg,Hígado,2015,JUNIO,7695
159,Carne bovina - 1kg,Hígado,2015,JULIO,9670
160,Carne bovina - 1kg,Hígado,2015,AGOSTO,10090
161,Carne bovina - 1kg,Corazón,2015,ENERO,7658
162,Carne bovina - 1kg,Corazón,2015,FEBRERO,9236
163,Carne bovina - 1kg,Corazón,2015,MARZO,9263
164,Carne bovina - 1kg,Corazón,2015,ABRIL,8981
165,Carne bovina - 1kg,Corazón,2015,MAYO,9332
166,Carne bovina - 1kg,Corazón,2015,JUNIO,9107
167,Carne bovina - 1kg,Corazón,2015,JULIO,8250
168,Carne bovina - 1kg,Corazón,2015,AGOSTO,8500
169,Carne bovina - 1kg,Mondongo,2015,ENERO,11169
170,Carne bovina - 1kg,Mondongo,2015,FEBRERO,13286
171,Carne bovina - 1kg,Mondongo,2015,MARZO,13220
172,Carne bovina - 1kg,Mondongo,2015,ABRIL,11653
173,Carne bovina - 1kg,Mondongo,2015,MAYO,12674
174,Carne bovina - 1kg,Mondongo,2015,JUNIO,11960
175,Carne bovina - 1kg,Mondongo,2015,JULIO,10713
176,Carne bovina - 1kg,Mondongo,2015,AGOSTO,11390
177,Carne bovina - 1kg,Carnaza de Primera,2015,ENERO,25235
178,Carne bovina - 1kg,Carnaza de Primera,2015,FEBRERO,27123
179,Carne bovina - 1kg,Carnaza de Primera,2015,MARZO,29358
180,Carne bovina - 1kg,Carnaza de Primera,2015,ABRIL,28717
181,Carne bovina - 1kg,Carnaza de Primera,2015,MAYO,25474
182,Carne bovina - 1kg,Carnaza de Primera,2015,JUNIO,28210
183,Carne bovina - 1kg,Carnaza de Primera,2015,JULIO,30540
184,Carne bovina - 1kg,Carnaza de Primera,2015,AGOSTO,23110
185,Carne bovina - 1kg,Carnaza de Segunda,2015,ENERO,16328
186,Carne bovina - 1kg,Carnaza de Segunda,2015,FEBRERO,17550
187,Carne bovina - 1kg,Carnaza de Segunda,2015,MARZO,18530
188,Carne bovina - 1kg,Carnaza de Segunda,2015,ABRIL,17720
189,Carne bovina - 1kg,Carnaza de Segunda,2015,MAYO,18190
190,Carne bovina - 1kg,Carnaza de Segunda,2015,JUNIO,18185
191,Carne bovina - 1kg,Carnaza de Segunda,2015,JULIO,17980
192,Carne bovina - 1kg,Carnaza de Segunda,2015,AGOSTO,18540
193,Carne bovina - 1kg,Puchero de Segunda,2015,ENERO,3854
194,Carne bovina - 1kg,Puchero de Segunda,2015,FEBRERO,4440
195,Carne bovina - 1kg,Puchero de Segunda,2015,MARZO,4532
196,Carne bovina - 1kg,Puchero de Segunda,2015,ABRIL,3719
197,Carne bovina - 1kg,Puchero de Segunda,2015,MAYO,3970
198,Carne bovina - 1kg,Puchero de Segunda,2015,JUNIO,4052
199,Carne bovina - 1kg,Puchero de Segunda,2015,JULIO,4925
200,Carne bovina - 1kg,Puchero de Segunda,2015,AGOSTO,5388
201,Carne bovina - 1kg,Costeleta,2015,ENERO,22304
202,Carne bovina - 1kg,Costeleta,2015,FEBRERO,21886
203,Carne bovina - 1kg,Costeleta,2015,MARZO,23007
204,Carne bovina - 1kg,Costeleta,2015,ABRIL,23300
205,Carne bovina - 1kg,Costeleta,2015,MAYO,24554
206,Carne bovina - 1kg,Costeleta,2015,JUNIO,23190
207,Carne bovina - 1kg,Costeleta,2015,JULIO,22330
208,Carne bovina - 1kg,Costeleta,2015,AGOSTO,23400
209,Carne bovina - 1kg,Vacío,2015,ENERO,17246
210,Carne bovina - 1kg,Vacío,2015,FEBRERO,19261
211,Carne bovina - 1kg,Vacío,2015,MARZO,20193
212,Carne bovina - 1kg,Vacío,2015,ABRIL,21590
213,Carne bovina - 1kg,Vacío,2015,MAYO,18072
214,Carne bovina - 1kg,Vacío,2015,JUNIO,20810
215,Carne bovina - 1kg,Vacío,2015,JULIO,17290
216,Carne bovina - 1kg,Vacío,2015,AGOSTO,18140
217,Carne bovina - 1kg,Falda,2015,ENERO,10487
218,Carne bovina - 1kg,Falda,2015,FEBRERO,12540
219,Carne bovina - 1kg,Falda,2015,MARZO,13042
220,Carne bovina - 1kg,Falda,2015,ABRIL,12926
221,Carne bovina - 1kg,Falda,2015,MAYO,11372
222,Carne bovina - 1kg,Falda,2015,JUNIO,13725
223,Carne bovina - 1kg,Falda,2015,JULIO,14260
224,Carne bovina - 1kg,Falda,2015,AGOSTO,13440
225,Carne bovina - 1kg,Peceto,2015,ENERO,23892
226,Carne bovina - 1kg,Peceto,2015,FEBRERO,25501
227,Carne bovina - 1kg,Peceto,2015,MARZO,29982
228,Carne bovina - 1kg,Peceto,2015,ABRIL,25669
229,Carne bovina - 1kg,Peceto,2015,MAYO,26772
230,Carne bovina - 1kg,Peceto,2015,JUNIO,27823
231,Carne bovina - 1kg,Peceto,2015,JULIO,26340
232,Carne bovina - 1kg,Peceto,2015,AGOSTO,25680
233,Carne bovina - 1kg,Tapa Cuadril,2015,ENERO,32656
234,Carne bovina - 1kg,Tapa Cuadril,2015,FEBRERO,33322
235,Carne bovina - 1kg,Tapa Cuadril,2015,MARZO,34943
236,Carne bovina - 1kg,Tapa Cuadril,2015,ABRIL,34702
237,Carne bovina - 1kg,Tapa Cuadril,2015,MAYO,33892
238,Carne bovina - 1kg,Tapa Cuadril,2015,JUNIO,33493
239,Carne bovina - 1kg,Tapa Cuadril,2015,JULIO,35740
240,Carne bovina - 1kg,Tapa Cuadril,2015,AGOSTO,36638
241,Carne bovina - 1kg,Rabadilla,2015,ENERO,26101
242,Carne bovina - 1kg,Rabadilla,2015,FEBRERO,28853
243,Carne bovina - 1kg,Rabadilla,2015,MARZO,30265
244,Carne bovina - 1kg,Rabadilla,2015,ABRIL,29854
245,Carne bovina - 1kg,Rabadilla,2015,MAYO,30754
246,Carne bovina - 1kg,Rabadilla,2015,JUNIO,29625
247,Carne bovina - 1kg,Rabadilla,2015,JULIO,31860
248,Carne bovina - 1kg,Rabadilla,2015,AGOSTO,28680
249,Carne bovina - 1kg,Bola de Lomo,2015,ENERO,24998
250,Carne bovina - 1kg,Bola de Lomo,2015,FEBRERO,27554
251,Carne bovina - 1kg,Bola de Lomo,2015,MARZO,26958
252,Carne bovina - 1kg,Bola de Lomo,2015,ABRIL,28314
253,Carne bovina - 1kg,Bola de Lomo,2015,MAYO,26892
254,Carne bovina - 1kg,Bola de Lomo,2015,JUNIO,26658
255,Carne bovina - 1kg,Bola de Lomo,2015,JULIO,27460
256,Carne bovina - 1kg,Bola de Lomo,2015,AGOSTO,26900
257,Carne bovina - 1kg,Palomita,2015,ENERO,27245
258,Carne bovina - 1kg,Palomita,2015,FEBRERO,28261
259,Carne bovina - 1kg,Palomita,2015,MARZO,31291
260,Carne bovina - 1kg,Palomita,2015,ABRIL,30346
261,Carne bovina - 1kg,Palomita,2015,MAYO,31492
262,Carne bovina - 1kg,Palomita,2015,JUNIO,32227
263,Carne bovina - 1kg,Palomita,2015,JULIO,34188
264,Carne bovina - 1kg,Palomita,2015,AGOSTO,27440
265,Carne bovina - 1kg,Muchachito,2015,ENERO,21269
266,Carne bovina - 1kg,Muchachito,2015,FEBRERO,21735
267,Carne bovina - 1kg,Muchachito,2015,MARZO,21800
268,Carne bovina - 1kg,Muchachito,2015,ABRIL,22505
269,Carne bovina - 1kg,Muchachito,2015,MAYO,22772
270,Carne bovina - 1kg,Muchachito,2015,JUNIO,21490
271,Carne bovina - 1kg,Muchachito,2015,JULIO,23540
272,Carne bovina - 1kg,Muchachito,2015,AGOSTO,23490
273,Carne bovina - 1kg,Paleta,2015,ENERO,22514
274,Carne bovina - 1kg,Paleta,2015,FEBRERO,24117
275,Carne bovina - 1kg,Paleta,2015,MARZO,25132
276,Carne bovina - 1kg,Paleta,2015,ABRIL,24705
277,Carne bovina - 1kg,Paleta,2015,MAYO,25256
278,Carne bovina - 1kg,Paleta,2015,JUNIO,25550
279,Carne bovina - 1kg,Paleta,2015,JULIO,25640
280,Carne bovina - 1kg,Paleta,2015,AGOSTO,24480
281,Carne bovina - 1kg,Sambari,2015,ENERO,19567
282,Carne bovina - 1kg,Sambari,2015,FEBRERO,19930
283,Carne bovina - 1kg,Sambari,2015,MARZO,20363
284,Carne bovina - 1kg,Sambari,2015,ABRIL,20487
285,Carne bovina - 1kg,Sambari,2015,MAYO,20572
286,Carne bovina - 1kg,Sambari,2015,JUNIO,20323
287,Carne bovina - 1kg,Sambari,2015,JULIO,22140
288,Carne bovina - 1kg,Sambari,2015,AGOSTO,21280
289,Carne bovina - 1kg,Matambre,2015,ENERO,14416
290,Carne bovina - 1kg,Matambre,2015,FEBRERO,15238
291,Carne bovina - 1kg,Matambre,2015,MARZO,15507
292,Carne bovina - 1kg,Matambre,2015,ABRIL,15751
293,Carne bovina - 1kg,Matambre,2015,MAYO,14172
294,Carne bovina - 1kg,Matambre,2015,JUNIO,14225
295,Carne bovina - 1kg,Matambre,2015,JULIO,16530
296,Carne bovina - 1kg,Matambre,2015,AGOSTO,15180
297,Carne bovina - 1kg,Tapa de Asado,2015,ENERO,17620
298,Carne bovina - 1kg,Tapa de Asado,2015,FEBRERO,18360
299,Carne bovina - 1kg,Tapa de Asado,2015,MARZO,18593
300,Carne bovina - 1kg,Tapa de Asado,2015,ABRIL,19809
301,Carne bovina - 1kg,Tapa de Asado,2015,MAYO,19445
302,Carne bovina - 1kg,Tapa de Asado,2015,JUNIO,19445
303,Carne bovina - 1kg,Tapa de Asado,2015,JULIO,16917
304,Carne bovina - 1kg,Tapa de Asado,2015,AGOSTO,19050
305,Carne bovina - 1kg,Espinazo Negro,2015,ENERO,13167
306,Carne bovina - 1kg,Espinazo Negro,2015,FEBRERO,14447
307,Carne bovina - 1kg,Espinazo Negro,2015,MARZO,12417
308,Carne bovina - 1kg,Espinazo Negro,2015,ABRIL,14010
309,Carne bovina - 1kg,Espinazo Negro,2015,MAYO,13602
310,Carne bovina - 1kg,Espinazo Negro,2015,JUNIO,13632
311,Carne bovina - 1kg,Espinazo Negro,2015,JULIO,12250
312,Carne bovina - 1kg,Espinazo Negro,2015,AGOSTO,12173
313,Carne bovina - 1kg,Osobuco,2015,ENERO,14038
314,Carne bovina - 1kg,Osobuco,2015,FEBRERO,14130
315,Carne bovina - 1kg,Osobuco,2015,MARZO,14321
316,Carne bovina - 1kg,Osobuco,2015,ABRIL,14184
317,Carne bovina - 1kg,Osobuco,2015,MAYO,13772
318,Carne bovina - 1kg,Osobuco,2015,JUNIO,14140
319,Carne bovina - 1kg,Osobuco,2015,JULIO,13930
320,Carne bovina - 1kg,Osobuco,2015,AGOSTO,15448
321,Carne bovina - 1kg,Cebo,2015,ENERO,1682
322,Carne bovina - 1kg,Cebo,2015,FEBRERO,1810
323,Carne bovina - 1kg,Cebo,2015,MARZO,2090
324,Carne bovina - 1kg,Cebo,2015,ABRIL,1996
325,Carne bovina - 1kg,Cebo,2015,MAYO,1810
326,Carne bovina - 1kg,Cebo,2015,JUNIO,2470
327,Carne bovina - 1kg,Cebo,2015,JULIO,1500
328,Carne bovina - 1kg,Cebo,2015,AGOSTO,1667
329,Carne bovina - 1kg,Hueso Blanco,2015,ENERO,1206
330,Carne bovina - 1kg,Hueso Blanco,2015,FEBRERO,1097
331,Carne bovina - 1kg,Hueso Blanco,2015,MARZO,1102
332,Carne bovina - 1kg,Hueso Blanco,2015,ABRIL,1344
333,Carne bovina - 1kg,Hueso Blanco,2015,MAYO,1172
334,Carne bovina - 1kg,Hueso Blanco,2015,JUNIO,1132
335,Carne bovina - 1kg,Hueso Blanco,2015,JULIO,960
336,Carne bovina - 1kg,Hueso Blanco,2015,AGOSTO,1200
337,Carne porcina - 1kg,Riñón,2015,ENERO,2279
338,Carne porcina - 1kg,Riñón,2015,FEBRERO,2444
339,Carne porcina - 1kg,Riñón,2015,MARZO,3778
340,Carne porcina - 1kg,Riñón,2015,ABRIL,2260
341,Carne porcina - 1kg,Riñón,2015,MAYO,2304
342,Carne porcina - 1kg,Riñón,2015,JUNIO,2302
343,Carne porcina - 1kg,Riñón,2015,JULIO,2840
344,Carne porcina - 1kg,Riñón,2015,AGOSTO,3330
345,Carne porcina - 1kg,Lomo de cerdo,2015,ENERO,25044
346,Carne porcina - 1kg,Lomo de cerdo,2015,FEBRERO,25665
347,Carne porcina - 1kg,Lomo de cerdo,2015,MARZO,26580
348,Carne porcina - 1kg,Lomo de cerdo,2015,ABRIL,25597
349,Carne porcina - 1kg,Lomo de cerdo,2015,MAYO,27132
350,Carne porcina - 1kg,Lomo de cerdo,2015,JUNIO,26390
351,Carne porcina - 1kg,Lomo de cerdo,2015,JULIO,27175
352,Carne porcina - 1kg,Lomo de cerdo,2015,AGOSTO,23688
353,Carne porcina - 1kg,Costilla de cerdo,2015,ENERO,19265
354,Carne porcina - 1kg,Costilla de cerdo,2015,FEBRERO,19129
355,Carne porcina - 1kg,Costilla de cerdo,2015,MARZO,20575
356,Carne porcina - 1kg,Costilla de cerdo,2015,ABRIL,20874
357,Carne porcina - 1kg,Costilla de cerdo,2015,MAYO,19770
358,Carne porcina - 1kg,Costilla de cerdo,2015,JUNIO,22602
359,Carne porcina - 1kg,Costilla de cerdo,2015,JULIO,20870
360,Carne porcina - 1kg,Costilla de cerdo,2015,AGOSTO,18940
361,Carne porcina - 1kg,Costeleta,2015,ENERO,17149
362,Carne porcina - 1kg,Costeleta,2015,FEBRERO,19605
363,Carne porcina - 1kg,Costeleta,2015,MARZO,19096
364,Carne porcina - 1kg,Costeleta,2015,ABRIL,18671
365,Carne porcina - 1kg,Costeleta,2015,MAYO,19452
366,Carne porcina - 1kg,Costeleta,2015,JUNIO,20642
367,Carne porcina - 1kg,Costeleta,2015,JULIO,18440
368,Carne porcina - 1kg,Costeleta,2015,AGOSTO,16140
369,Carne porcina - 1kg,Paleta de cerdo,2015,ENERO,15746
370,Carne porcina - 1kg,Paleta de cerdo,2015,FEBRERO,17844
371,Carne porcina - 1kg,Paleta de cerdo,2015,MARZO,18400
372,Carne porcina - 1kg,Paleta de cerdo,2015,ABRIL,16879
373,Carne porcina - 1kg,Paleta de cerdo,2015,MAYO,17692
374,Carne porcina - 1kg,Paleta de cerdo,2015,JUNIO,19123
375,Carne porcina - 1kg,Paleta de cerdo,2015,JULIO,15958
376,Carne porcina - 1kg,Paleta de cerdo,2015,AGOSTO,16540
377,Carne porcina - 1kg,Pierna,2015,ENERO,16778
378,Carne porcina - 1kg,Pierna,2015,FEBRERO,17173
379,Carne porcina - 1kg,Pierna,2015,MARZO,18466
380,Carne porcina - 1kg,Pierna,2015,ABRIL,18773
381,Carne porcina - 1kg,Pierna,2015,MAYO,17852
382,Carne porcina - 1kg,Pierna,2015,JUNIO,19902
383,Carne porcina - 1kg,Pierna,2015,JULIO,18450
384,Carne porcina - 1kg,Pierna,2015,AGOSTO,17340
385,Carne porcina - 1kg,Puchero,2015,ENERO,5440
386,Carne porcina - 1kg,Puchero,2015,FEBRERO,5093
387,Carne porcina - 1kg,Puchero,2015,MARZO,4988
388,Carne porcina - 1kg,Puchero,2015,ABRIL,5159
389,Carne porcina - 1kg,Puchero,2015,MAYO,4814
390,Carne porcina - 1kg,Puchero,2015,JUNIO,4990
391,Carne porcina - 1kg,Puchero,2015,JULIO,5225
392,Carne porcina - 1kg,Puchero,2015,AGOSTO,5000
393,Carne de ave / Puchero - 1kg,Marca mas económica,2015,ENERO,5027
394,Carne de ave / Puchero - 1kg,Marca mas económica,2015,FEBRERO,5212
395,Carne de ave / Puchero - 1kg,Marca mas económica,2015,MARZO,5061
396,Carne de ave / Puchero - 1kg,Marca mas económica,2015,ABRIL,5064
397,Carne de ave / Puchero - 1kg,Marca mas económica,2015,MAYO,4608
398,Carne de ave / Puchero - 1kg,Marca mas económica,2015,JUNIO,5140
399,Carne de ave / Puchero - 1kg,Marca mas económica,2015,JULIO,5088
400,Carne de ave / Puchero - 1kg,Marca mas económica,2015,AGOSTO,4500
401,Carne de ave / pechuga - 1kg,Marca mas económica,2015,ENERO,11981
402,Carne de ave / pechuga - 1kg,Marca mas económica,2015,FEBRERO,10287
403,Carne de ave / pechuga - 1kg,Marca mas económica,2015,MARZO,11109
404,Carne de ave / pechuga - 1kg,Marca mas económica,2015,ABRIL,11524
405,Carne de ave / pechuga - 1kg,Marca mas económica,2015,MAYO,12614
406,Carne de ave / pechuga - 1kg,Marca mas económica,2015,JUNIO,11578
407,Carne de ave / pechuga - 1kg,Marca mas económica,2015,JULIO,9580
408,Carne de ave / pechuga - 1kg,Marca mas económica,2015,AGOSTO,9400
409,Carne de ave / pata entera - 1kg,Marca mas económica,2015,ENERO,14205
410,Carne de ave / pata entera - 1kg,Marca mas económica,2015,FEBRERO,12846
411,Carne de ave / pata entera - 1kg,Marca mas económica,2015,MARZO,13549
412,Carne de ave / pata entera - 1kg,Marca mas económica,2015,ABRIL,12823
413,Carne de ave / pata entera - 1kg,Marca mas económica,2015,MAYO,13766
414,Carne de ave / pata entera - 1kg,Marca mas económica,2015,JUNIO,13205
415,Carne de ave / pata entera - 1kg,Marca mas económica,2015,JULIO,14000
416,Carne de ave / pata entera - 1kg,Marca mas económica,2015,AGOSTO,13360
417,Carne de ave / pollo entero - 1kg,Marca mas económica,2015,ENERO,10115
418,Carne de ave / pollo entero - 1kg,Marca mas económica,2015,FEBRERO,9946
419,Carne de ave / pollo entero - 1kg,Marca mas económica,2015,MARZO,9937
420,Carne de ave / pollo entero - 1kg,Marca mas económica,2015,ABRIL,10332
421,Carne de ave / pollo entero - 1kg,Marca mas económica,2015,MAYO,11586
422,Carne de ave / pollo entero - 1kg,Marca mas económica,2015,JUNIO,11078
423,Carne de ave / pollo entero - 1kg,Marca mas económica,2015,JULIO,11190
424,Carne de ave / pollo entero - 1kg,Marca mas económica,2015,AGOSTO,11600
425,Carne de ave / Ala - 1kg,Marca mas económica,2015,ENERO,12172
426,Carne de ave / Ala - 1kg,Marca mas económica,2015,FEBRERO,11740
427,Carne de ave / Ala - 1kg,Marca mas económica,2015,MARZO,12178
428,Carne de ave / Ala - 1kg,Marca mas económica,2015,ABRIL,11831
429,Carne de ave / Ala - 1kg,Marca mas económica,2015,MAYO,13268
430,Carne de ave / Ala - 1kg,Marca mas económica,2015,JUNIO,11622
431,Carne de ave / Ala - 1kg,Marca mas económica,2015,JULIO,8720
