Nro,PRODUCTO,RUBRO,ANHO,MES,PRECIO
11,Carne bovina - 1kg,Puchero de primera,2010,AGOSTO,9929
11,Carne bovina - 1kg,Puchero de primera,2010,SETIEMBRE,10688
11,Carne bovina - 1kg,Puchero de primera,2010,OCTUBRE,11653
11,Carne bovina - 1kg,Puchero de primera,2010,NOVIEMBE,12449
11,Carne bovina - 1kg,Puchero de primera,2010,DICIEMBRE,10657
11,Carne bovina - 1kg,Puchero de primera,2010,PROMEDIO,9663
12,Carne bovina - 1kg,Carnaza de negra,2010,ENERO,25912
12,Carne bovina - 1kg,Carnaza de negra,2010,FEBRERO,25210
12,Carne bovina - 1kg,Carnaza de negra,2010,MARZO,25186
12,Carne bovina - 1kg,Carnaza de negra,2010,ABRIL,25172
12,Carne bovina - 1kg,Carnaza de negra,2010,MAYO,25826
12,Carne bovina - 1kg,Carnaza de negra,2010,JUNIO,25671
12,Carne bovina - 1kg,Carnaza de negra,2010,JULIO,25413
12,Carne bovina - 1kg,Carnaza de negra,2010,AGOSTO,28609
12,Carne bovina - 1kg,Carnaza de negra,2010,SETIEMBRE,30111
12,Carne bovina - 1kg,Carnaza de negra,2010,OCTUBRE,33908
12,Carne bovina - 1kg,Carnaza de negra,2010,NOVIEMBE,35928
12,Carne bovina - 1kg,Carnaza de negra,2010,DICIEMBRE,30794
12,Carne bovina - 1kg,Carnaza de negra,2010,PROMEDIO,28145
13,Carne bovina - 1kg,Carnaza de blanca,2010,ENERO,21392
13,Carne bovina - 1kg,Carnaza de blanca,2010,FEBRERO,21383
13,Carne bovina - 1kg,Carnaza de blanca,2010,MARZO,21277
13,Carne bovina - 1kg,Carnaza de blanca,2010,ABRIL,21664
13,Carne bovina - 1kg,Carnaza de blanca,2010,MAYO,21761
13,Carne bovina - 1kg,Carnaza de blanca,2010,JUNIO,21771
13,Carne bovina - 1kg,Carnaza de blanca,2010,JULIO,21571
13,Carne bovina - 1kg,Carnaza de blanca,2010,AGOSTO,24641
13,Carne bovina - 1kg,Carnaza de blanca,2010,SETIEMBRE,25796
13,Carne bovina - 1kg,Carnaza de blanca,2010,OCTUBRE,28885
13,Carne bovina - 1kg,Carnaza de blanca,2010,NOVIEMBE,30666
13,Carne bovina - 1kg,Carnaza de blanca,2010,DICIEMBRE,26312
13,Carne bovina - 1kg,Carnaza de blanca,2010,PROMEDIO,23927
14,Carne bovina - 1kg,Lomo,2010,ENERO,27909
14,Carne bovina - 1kg,Lomo,2010,FEBRERO,27511
14,Carne bovina - 1kg,Lomo,2010,MARZO,27543
14,Carne bovina - 1kg,Lomo,2010,ABRIL,27455
14,Carne bovina - 1kg,Lomo,2010,MAYO,27955
14,Carne bovina - 1kg,Lomo,2010,JUNIO,27917
14,Carne bovina - 1kg,Lomo,2010,JULIO,27676
14,Carne bovina - 1kg,Lomo,2010,AGOSTO,31119
14,Carne bovina - 1kg,Lomo,2010,SETIEMBRE,32672
14,Carne bovina - 1kg,Lomo,2010,OCTUBRE,36835
14,Carne bovina - 1kg,Lomo,2010,NOVIEMBE,39055
14,Carne bovina - 1kg,Lomo,2010,DICIEMBRE,33471
14,Carne bovina - 1kg,Lomo,2010,PROMEDIO,30593
15,Carne bovina - 1kg,Lomito,2010,ENERO,s/d
15,Carne bovina - 1kg,Lomito,2010,FEBRERO,31362
15,Carne bovina - 1kg,Lomito,2010,MARZO,31357
15,Carne bovina - 1kg,Lomito,2010,ABRIL,31164
15,Carne bovina - 1kg,Lomito,2010,MAYO,31416
15,Carne bovina - 1kg,Lomito,2010,JUNIO,31534
15,Carne bovina - 1kg,Lomito,2010,JULIO,31366
15,Carne bovina - 1kg,Lomito,2010,AGOSTO,36584
15,Carne bovina - 1kg,Lomito,2010,SETIEMBRE,38395
15,Carne bovina - 1kg,Lomito,2010,OCTUBRE,42324
15,Carne bovina - 1kg,Lomito,2010,NOVIEMBE,45051
15,Carne bovina - 1kg,Lomito,2010,DICIEMBRE,38744
15,Carne bovina - 1kg,Lomito,2010,PROMEDIO,35391
16,Carne bovina - 1kg,Carne molida de primera,2010,ENERO,22221
16,Carne bovina - 1kg,Carne molida de primera,2010,FEBRERO,22319
16,Carne bovina - 1kg,Carne molida de primera,2010,MARZO,22036
16,Carne bovina - 1kg,Carne molida de primera,2010,ABRIL,22524
16,Carne bovina - 1kg,Carne molida de primera,2010,MAYO,23001
16,Carne bovina - 1kg,Carne molida de primera,2010,JUNIO,23088
16,Carne bovina - 1kg,Carne molida de primera,2010,JULIO,22594
16,Carne bovina - 1kg,Carne molida de primera,2010,AGOSTO,26025
16,Carne bovina - 1kg,Carne molida de primera,2010,SETIEMBRE,26304
16,Carne bovina - 1kg,Carne molida de primera,2010,OCTUBRE,30253
16,Carne bovina - 1kg,Carne molida de primera,2010,NOVIEMBE,32066
16,Carne bovina - 1kg,Carne molida de primera,2010,DICIEMBRE,27448
16,Carne bovina - 1kg,Carne molida de primera,2010,PROMEDIO,24990
17,Carne bovina - 1kg,Carne molida de segunda,2010,ENERO,11255
17,Carne bovina - 1kg,Carne molida de segunda,2010,FEBRERO,11104
17,Carne bovina - 1kg,Carne molida de segunda,2010,MARZO,10990
17,Carne bovina - 1kg,Carne molida de segunda,2010,ABRIL,10990
17,Carne bovina - 1kg,Carne molida de segunda,2010,MAYO,11367
17,Carne bovina - 1kg,Carne molida de segunda,2010,JUNIO,11125
17,Carne bovina - 1kg,Carne molida de segunda,2010,JULIO,11115
17,Carne bovina - 1kg,Carne molida de segunda,2010,AGOSTO,14224
17,Carne bovina - 1kg,Carne molida de segunda,2010,SETIEMBRE,13891
17,Carne bovina - 1kg,Carne molida de segunda,2010,OCTUBRE,15431
17,Carne bovina - 1kg,Carne molida de segunda,2010,NOVIEMBE,16447
17,Carne bovina - 1kg,Carne molida de segunda,2010,DICIEMBRE,14222
17,Carne bovina - 1kg,Carne molida de segunda,2010,PROMEDIO,12680
18,Carne bovina - 1kg,Costilla,2010,ENERO,15007
18,Carne bovina - 1kg,Costilla,2010,FEBRERO,10433
18,Carne bovina - 1kg,Costilla,2010,MARZO,11212
18,Carne bovina - 1kg,Costilla,2010,ABRIL,10917
18,Carne bovina - 1kg,Costilla,2010,MAYO,11901
18,Carne bovina - 1kg,Costilla,2010,JUNIO,10632
18,Carne bovina - 1kg,Costilla,2010,JULIO,11019
18,Carne bovina - 1kg,Costilla,2010,AGOSTO,13879
18,Carne bovina - 1kg,Costilla,2010,SETIEMBRE,12942
18,Carne bovina - 1kg,Costilla,2010,OCTUBRE,15093
18,Carne bovina - 1kg,Costilla,2010,NOVIEMBE,15891
18,Carne bovina - 1kg,Costilla,2010,DICIEMBRE,13765
18,Carne bovina - 1kg,Costilla,2010,PROMEDIO,12724
19,Carne bovina - 1kg,Costilla de segunda,2010,ENERO,s/d
19,Carne bovina - 1kg,Costilla de segunda,2010,FEBRERO,7940
19,Carne bovina - 1kg,Costilla de segunda,2010,MARZO,8851
19,Carne bovina - 1kg,Costilla de segunda,2010,ABRIL,8371
19,Carne bovina - 1kg,Costilla de segunda,2010,MAYO,9062
19,Carne bovina - 1kg,Costilla de segunda,2010,JUNIO,8198
19,Carne bovina - 1kg,Costilla de segunda,2010,JULIO,8484
19,Carne bovina - 1kg,Costilla de segunda,2010,AGOSTO,11467
19,Carne bovina - 1kg,Costilla de segunda,2010,SETIEMBRE,10533
19,Carne bovina - 1kg,Costilla de segunda,2010,OCTUBRE,11936
19,Carne bovina - 1kg,Costilla de segunda,2010,NOVIEMBE,12655
19,Carne bovina - 1kg,Costilla de segunda,2010,DICIEMBRE,11015
19,Carne bovina - 1kg,Costilla de segunda,2010,PROMEDIO,9865
20,Carne bovina - 1kg,Hígado,2010,ENERO,6358
20,Carne bovina - 1kg,Hígado,2010,FEBRERO,7180
20,Carne bovina - 1kg,Hígado,2010,MARZO,6387
20,Carne bovina - 1kg,Hígado,2010,ABRIL,7057
20,Carne bovina - 1kg,Hígado,2010,MAYO,7665
20,Carne bovina - 1kg,Hígado,2010,JUNIO,7985
20,Carne bovina - 1kg,Hígado,2010,JULIO,7255
20,Carne bovina - 1kg,Hígado,2010,AGOSTO,7810
20,Carne bovina - 1kg,Hígado,2010,SETIEMBRE,7573
20,Carne bovina - 1kg,Hígado,2010,OCTUBRE,9572
20,Carne bovina - 1kg,Hígado,2010,NOVIEMBE,10049
20,Carne bovina - 1kg,Hígado,2010,DICIEMBRE,8452
20,Carne bovina - 1kg,Hígado,2010,PROMEDIO,7779
21,Carne bovina - 1kg,Corazón,2010,ENERO,6882
21,Carne bovina - 1kg,Corazón,2010,FEBRERO,7549
21,Carne bovina - 1kg,Corazón,2010,MARZO,7474
21,Carne bovina - 1kg,Corazón,2010,ABRIL,7758
21,Carne bovina - 1kg,Corazón,2010,MAYO,8153
21,Carne bovina - 1kg,Corazón,2010,JUNIO,8288
21,Carne bovina - 1kg,Corazón,2010,JULIO,7844
21,Carne bovina - 1kg,Corazón,2010,AGOSTO,8438
21,Carne bovina - 1kg,Corazón,2010,SETIEMBRE,8508
21,Carne bovina - 1kg,Corazón,2010,OCTUBRE,10308
21,Carne bovina - 1kg,Corazón,2010,NOVIEMBE,10847
21,Carne bovina - 1kg,Corazón,2010,DICIEMBRE,9189
21,Carne bovina - 1kg,Corazón,2010,PROMEDIO,8436
22,Carne bovina - 1kg,Mondongo,2010,ENERO,6850
22,Carne bovina - 1kg,Mondongo,2010,FEBRERO,7144
22,Carne bovina - 1kg,Mondongo,2010,MARZO,8588
22,Carne bovina - 1kg,Mondongo,2010,ABRIL,9288
22,Carne bovina - 1kg,Mondongo,2010,MAYO,10029
22,Carne bovina - 1kg,Mondongo,2010,JUNIO,9348
22,Carne bovina - 1kg,Mondongo,2010,JULIO,8880
22,Carne bovina - 1kg,Mondongo,2010,AGOSTO,9684
22,Carne bovina - 1kg,Mondongo,2010,SETIEMBRE,9357
22,Carne bovina - 1kg,Mondongo,2010,OCTUBRE,11824
22,Carne bovina - 1kg,Mondongo,2010,NOVIEMBE,12273
22,Carne bovina - 1kg,Mondongo,2010,DICIEMBRE,10403
22,Carne bovina - 1kg,Mondongo,2010,PROMEDIO,9472
23,Carne bovina - 1 Kg.,Carnaza de Primera,2010,ENERO,24609
23,Carne bovina - 1 Kg.,Carnaza de Primera,2010,FEBRERO,24344
23,Carne bovina - 1 Kg.,Carnaza de Primera,2010,MARZO,24115
23,Carne bovina - 1 Kg.,Carnaza de Primera,2010,ABRIL,24788
23,Carne bovina - 1 Kg.,Carnaza de Primera,2010,MAYO,24954
23,Carne bovina - 1 Kg.,Carnaza de Primera,2010,JUNIO,25095
23,Carne bovina - 1 Kg.,Carnaza de Primera,2010,JULIO,24659
23,Carne bovina - 1 Kg.,Carnaza de Primera,2010,AGOSTO,27988
23,Carne bovina - 1 Kg.,Carnaza de Primera,2010,SETIEMBRE,29535
23,Carne bovina - 1 Kg.,Carnaza de Primera,2010,OCTUBRE,33058
23,Carne bovina - 1 Kg.,Carnaza de Primera,2010,NOVIEMBE,35084
23,Carne bovina - 1 Kg.,Carnaza de Primera,2010,DICIEMBRE,30065
23,Carne bovina - 1 Kg.,Carnaza de Primera,2010,PROMEDIO,27358
24,Carne bovina - 1 Kg.,Carnaza de Segunda,2010,ENERO,13960
24,Carne bovina - 1 Kg.,Carnaza de Segunda,2010,FEBRERO,14011
24,Carne bovina - 1 Kg.,Carnaza de Segunda,2010,MARZO,13911
24,Carne bovina - 1 Kg.,Carnaza de Segunda,2010,ABRIL,14154
24,Carne bovina - 1 Kg.,Carnaza de Segunda,2010,MAYO,14434
24,Carne bovina - 1 Kg.,Carnaza de Segunda,2010,JUNIO,14575
24,Carne bovina - 1 Kg.,Carnaza de Segunda,2010,JULIO,14217
24,Carne bovina - 1 Kg.,Carnaza de Segunda,2010,AGOSTO,16900
24,Carne bovina - 1 Kg.,Carnaza de Segunda,2010,SETIEMBRE,17549
24,Carne bovina - 1 Kg.,Carnaza de Segunda,2010,OCTUBRE,19419
24,Carne bovina - 1 Kg.,Carnaza de Segunda,2010,NOVIEMBE,20665
24,Carne bovina - 1 Kg.,Carnaza de Segunda,2010,DICIEMBRE,17750
24,Carne bovina - 1 Kg.,Carnaza de Segunda,2010,PROMEDIO,16144
25,Carne bovina - 1 Kg.,Puchero de Segunda,2010,ENERO,2903
25,Carne bovina - 1 Kg.,Puchero de Segunda,2010,FEBRERO,2559
25,Carne bovina - 1 Kg.,Puchero de Segunda,2010,MARZO,2659
25,Carne bovina - 1 Kg.,Puchero de Segunda,2010,ABRIL,3064
25,Carne bovina - 1 Kg.,Puchero de Segunda,2010,MAYO,3190
25,Carne bovina - 1 Kg.,Puchero de Segunda,2010,JUNIO,3235
25,Carne bovina - 1 Kg.,Puchero de Segunda,2010,JULIO,2941
25,Carne bovina - 1 Kg.,Puchero de Segunda,2010,AGOSTO,4009
25,Carne bovina - 1 Kg.,Puchero de Segunda,2010,SETIEMBRE,4102
25,Carne bovina - 1 Kg.,Puchero de Segunda,2010,OCTUBRE,4369
25,Carne bovina - 1 Kg.,Puchero de Segunda,2010,NOVIEMBE,4664
25,Carne bovina - 1 Kg.,Puchero de Segunda,2010,DICIEMBRE,4017
25,Carne bovina - 1 Kg.,Puchero de Segunda,2010,PROMEDIO,3528
26,Carne bovina - 1Kg,Costeleta,2010,ENERO,s/d
26,Carne bovina - 1Kg,Costeleta,2010,FEBRERO,18247
26,Carne bovina - 1Kg,Costeleta,2010,MARZO,18436
26,Carne bovina - 1Kg,Costeleta,2010,ABRIL,18692
26,Carne bovina - 1Kg,Costeleta,2010,MAYO,18909
26,Carne bovina - 1Kg,Costeleta,2010,JUNIO,18428
26,Carne bovina - 1Kg,Costeleta,2010,JULIO,18542
26,Carne bovina - 1Kg,Costeleta,2010,AGOSTO,20378
26,Carne bovina - 1Kg,Costeleta,2010,SETIEMBRE,21094
26,Carne bovina - 1Kg,Costeleta,2010,OCTUBRE,24338
26,Carne bovina - 1Kg,Costeleta,2010,NOVIEMBE,25695
26,Carne bovina - 1Kg,Costeleta,2010,DICIEMBRE,22009
26,Carne bovina - 1Kg,Costeleta,2010,PROMEDIO,20434
27,Carne bovina - 1Kg,Vacío,2010,ENERO,s/d
27,Carne bovina - 1Kg,Vacío,2010,FEBRERO,12906
27,Carne bovina - 1Kg,Vacío,2010,MARZO,14507
27,Carne bovina - 1Kg,Vacío,2010,ABRIL,13988
27,Carne bovina - 1Kg,Vacío,2010,MAYO,14403
27,Carne bovina - 1Kg,Vacío,2010,JUNIO,13830
27,Carne bovina - 1Kg,Vacío,2010,JULIO,13927
27,Carne bovina - 1Kg,Vacío,2010,AGOSTO,17517
27,Carne bovina - 1Kg,Vacío,2010,SETIEMBRE,16118
27,Carne bovina - 1Kg,Vacío,2010,OCTUBRE,18949
27,Carne bovina - 1Kg,Vacío,2010,NOVIEMBE,20085
27,Carne bovina - 1Kg,Vacío,2010,DICIEMBRE,17319
27,Carne bovina - 1Kg,Vacío,2010,PROMEDIO,15777
28,Carne bovina - 1Kg,Falda,2010,ENERO,s/d
28,Carne bovina - 1Kg,Falda,2010,FEBRERO,9110
28,Carne bovina - 1Kg,Falda,2010,MARZO,9339
28,Carne bovina - 1Kg,Falda,2010,ABRIL,8917
28,Carne bovina - 1Kg,Falda,2010,MAYO,9371
28,Carne bovina - 1Kg,Falda,2010,JUNIO,8960
28,Carne bovina - 1Kg,Falda,2010,JULIO,9139
28,Carne bovina - 1Kg,Falda,2010,AGOSTO,11199
28,Carne bovina - 1Kg,Falda,2010,SETIEMBRE,10354
28,Carne bovina - 1Kg,Falda,2010,OCTUBRE,12256
28,Carne bovina - 1Kg,Falda,2010,NOVIEMBE,12977
28,Carne bovina - 1Kg,Falda,2010,DICIEMBRE,11185
28,Carne bovina - 1Kg,Falda,2010,PROMEDIO,10255
29,Carne bovina - 1Kg,Peceto,2010,ENERO,s/d
29,Carne bovina - 1Kg,Peceto,2010,FEBRERO,23346
29,Carne bovina - 1Kg,Peceto,2010,MARZO,23853
29,Carne bovina - 1Kg,Peceto,2010,ABRIL,23734
29,Carne bovina - 1Kg,Peceto,2010,MAYO,23385
29,Carne bovina - 1Kg,Peceto,2010,JUNIO,23539
29,Carne bovina - 1Kg,Peceto,2010,JULIO,23571
29,Carne bovina - 1Kg,Peceto,2010,AGOSTO,25570
29,Carne bovina - 1Kg,Peceto,2010,SETIEMBRE,26517
29,Carne bovina - 1Kg,Peceto,2010,OCTUBRE,30645
29,Carne bovina - 1Kg,Peceto,2010,NOVIEMBE,32461
29,Carne bovina - 1Kg,Peceto,2010,DICIEMBRE,27753
29,Carne bovina - 1Kg,Peceto,2010,PROMEDIO,25852
30,Carne bovina - 1Kg,Tapa Cuadril,2010,ENERO,28503
30,Carne bovina - 1Kg,Tapa Cuadril,2010,FEBRERO,28678
30,Carne bovina - 1Kg,Tapa Cuadril,2010,MARZO,28426
30,Carne bovina - 1Kg,Tapa Cuadril,2010,ABRIL,28613
30,Carne bovina - 1Kg,Tapa Cuadril,2010,MAYO,29047
30,Carne bovina - 1Kg,Tapa Cuadril,2010,JUNIO,28857
30,Carne bovina - 1Kg,Tapa Cuadril,2010,JULIO,28724
30,Carne bovina - 1Kg,Tapa Cuadril,2010,AGOSTO,31551
30,Carne bovina - 1Kg,Tapa Cuadril,2010,SETIEMBRE,32865
30,Carne bovina - 1Kg,Tapa Cuadril,2010,OCTUBRE,37761
30,Carne bovina - 1Kg,Tapa Cuadril,2010,NOVIEMBE,39940
30,Carne bovina - 1Kg,Tapa Cuadril,2010,DICIEMBRE,34168
30,Carne bovina - 1Kg,Tapa Cuadril,2010,PROMEDIO,31694
31,Carne bovina - 1Kg,Rabadilla,2010,ENERO,27002
31,Carne bovina - 1Kg,Rabadilla,2010,FEBRERO,26239
31,Carne bovina - 1Kg,Rabadilla,2010,MARZO,26292
31,Carne bovina - 1Kg,Rabadilla,2010,ABRIL,26293
31,Carne bovina - 1Kg,Rabadilla,2010,MAYO,26077
31,Carne bovina - 1Kg,Rabadilla,2010,JUNIO,26391
31,Carne bovina - 1Kg,Rabadilla,2010,JULIO,26258
31,Carne bovina - 1Kg,Rabadilla,2010,AGOSTO,29575
31,Carne bovina - 1Kg,Rabadilla,2010,SETIEMBRE,30593
31,Carne bovina - 1Kg,Rabadilla,2010,OCTUBRE,34723
31,Carne bovina - 1Kg,Rabadilla,2010,NOVIEMBE,36885
31,Carne bovina - 1Kg,Rabadilla,2010,DICIEMBRE,31607
31,Carne bovina - 1Kg,Rabadilla,2010,PROMEDIO,29176
32,Carne bovina - 1Kg,Bola de Lomo,2010,ENERO,24459
32,Carne bovina - 1Kg,Bola de Lomo,2010,FEBRERO,24227
32,Carne bovina - 1Kg,Bola de Lomo,2010,MARZO,24520
32,Carne bovina - 1Kg,Bola de Lomo,2010,ABRIL,24420
32,Carne bovina - 1Kg,Bola de Lomo,2010,MAYO,24494
32,Carne bovina - 1Kg,Bola de Lomo,2010,JUNIO,24665
32,Carne bovina - 1Kg,Bola de Lomo,2010,JULIO,24465
32,Carne bovina - 1Kg,Bola de Lomo,2010,AGOSTO,27693
32,Carne bovina - 1Kg,Bola de Lomo,2010,SETIEMBRE,29238
32,Carne bovina - 1Kg,Bola de Lomo,2010,OCTUBRE,32639
32,Carne bovina - 1Kg,Bola de Lomo,2010,NOVIEMBE,34675
32,Carne bovina - 1Kg,Bola de Lomo,2010,DICIEMBRE,29742
32,Carne bovina - 1Kg,Bola de Lomo,2010,PROMEDIO,27343
33,Carne bovina - 1Kg,Palomita,2010,ENERO,26742
33,Carne bovina - 1Kg,Palomita,2010,FEBRERO,27125
33,Carne bovina - 1Kg,Palomita,2010,MARZO,26828
33,Carne bovina - 1Kg,Palomita,2010,ABRIL,27239
33,Carne bovina - 1Kg,Palomita,2010,MAYO,27910
33,Carne bovina - 1Kg,Palomita,2010,JUNIO,27418
33,Carne bovina - 1Kg,Palomita,2010,JULIO,27304
33,Carne bovina - 1Kg,Palomita,2010,AGOSTO,29626
